observation,signal__required_value__fan_exahust_air,signal__required_value__heater_valve,air_temperature__required_value__exahust_air_inlet,air_temperature__max__supply_air_outlet,water_temperature__real_value__heater_behind,air_temperature__real_value__exahust_air_inlet,air_temperature__min__supply_air_outlet,air_temperature__real_value__supply_air_outlet,water_temperature__real_value__chiller_behind,signal__required_value__heat_recovery_bypass,water_temperature__real_value__heater_before,logic__real_value__fan_exahust_air,logic__required_value__heater,logic__required_value__chiller_pump,logic__required_value__heater_pump,logic__required_value__chiller,signal__required_value__chiller_valve
0,-0.057399832755789235,-0.18190426669848372,-0.017595632673443436,0.020846108333579187,0.01828982304057766,0.05141466717169238,0.007614661076829998,0.009590819409494517,-0.0036925447856086626,-0.06766618748867087,0.016439665752467462,-0.01166983067831233,-0.17992045257413014,-0.026475567160973847,0.08255877072243648,-0.22248132522383085,-0.16872054912328627
10159,0.05392279497159097,0.15163116054558895,-0.03211296410600589,0.019539731247371888,-0.02207978655012659,-0.031541796509127494,0.001972199758312665,-0.023430529181088938,-0.01656663244269522,0.074962232405777,-0.011209079135677313,0.006833844616643816,0.1687425941597831,-0.027191737351840262,0.07823357915733478,-0.21312012794825866,-0.15430694241723447
10171,0.05378516876180535,0.16958374590311043,-0.02714625190801633,0.021075750659009358,-0.018928035340610643,-0.031051194040657596,0.002436518139680347,-0.02404006762714618,-0.015949132184703393,0.07169425776993359,-0.009263801246149322,0.0037766005282081,0.16551936840381912,-0.022256227937607714,0.08235331875173331,-0.21361064748242278,-0.15407833647286326
29676,0.05381931567585524,-0.17077427613858145,-0.02846905572070595,0.01827577838594681,-0.025906934900336222,-0.024459592563172528,0.00869702252645077,-0.01815890257284934,0.013991027380218657,-0.06934445637193497,-0.006765508928621971,0.00847018544303779,-0.16507465633725116,0.026440263167759066,-0.08314826653785488,-0.20395100218226958,0.1707103151278089
33170,0.05674132678398188,-0.17516522271289395,-0.026721822668157685,0.024024971881941495,-0.021371607614429824,-0.027364065111498453,0.005392591554419176,0.013358406458092782,0.014197714878736955,-0.06531290171234498,-0.007440052986345037,0.0075428967993248835,-0.17177898316213083,0.02469086086444669,-0.08640340279302171,-0.20755931152909096,0.149157624506114
38907,-0.05460885456494375,-0.17206074693494977,-0.02682993211489872,0.026158755143705657,-0.019849241536698186,-0.026314118726574947,0.0082411868954699,0.011876223534670539,0.01876927581493075,-0.07966830380934743,0.013691992249081665,-0.01177936736159974,-0.1763073940829082,-0.027484734221201516,-0.08658701689644892,-0.2170948239933016,-0.1559453779892821
39554,0.05125669504582157,-0.17354878833166895,-0.02582577615063458,0.018247499229726214,-0.02602118705954364,-0.03126409597635211,0.0075695455327458375,0.0107272072527017,-0.01568414408488132,-0.07430134715346719,-0.006105466685187554,0.006565482870773281,-0.1803644710104607,-0.026468762265227215,-0.08998768479004217,0.20619840911748877,0.15611795139058535
58739,0.054381279619042676,0.1716600798694185,-0.0029925286066643285,-0.005929743388134802,-0.01602144161408096,-0.024362266383760992,-0.01792041151722503,0.017934032962088488,-0.017367673411572918,0.06685349343478594,-0.00562234660779737,0.0035643475303817006,0.16108637877435517,-0.02556492516957919,0.08219863637547817,-0.20645290649019216,-0.14867713363204468
58742,0.05245008692262375,0.17701347199838016,0.005528017005849349,-0.009817269064867028,-0.018937737124635447,-0.02785525815461323,-0.0179067403025218,0.010209276691425512,-0.015055617433817134,0.0699970522822279,-0.011738238966926426,0.005726765747367474,0.1639119424442548,-0.027034745471729404,0.07698018827485582,-0.2096648232676907,-0.164542333725183
58751,0.05401361553761714,-0.16992016982213268,-0.0012402549264283957,-0.010694595445142974,-0.006243269055098701,-0.030154459332940312,-0.016356779763467763,0.015604235194155155,-0.015218329526775841,-0.0788077594322223,-0.006158966493632265,0.00861223233116566,-0.17273201951931502,-0.02270811930955076,-0.08217423230580205,-0.20869348102082033,-0.16404488041646917
60715,-0.06553694910662006,-0.186335692117366,0.0018150148971894332,-0.007203936266188788,0.002571742933983729,-0.02481518636272022,-0.018914887050248956,0.018720235554682177,0.016334431334869857,-0.08356153673315406,-0.0023505375358514845,-0.00949270772805986,-0.1795182913579664,-0.02755738976537773,-0.0801120835703882,-0.21207221892350628,-0.15613943908067918
64783,-0.05498644856766575,0.17408601804477794,0.0009987809448048562,-0.016941810152586605,-0.017442281414667905,-0.028501731913778226,-0.024245316332977804,-0.020089945986258316,-0.01262279949576425,0.06884202190486181,-0.00030138356347290046,0.007711070131268841,0.1666032977744211,0.029045806241120794,0.08541722074140512,-0.21034913694769347,-0.15705546421254113
64786,-0.05977536103348089,0.1766333122221768,0.0004441767615559366,-0.006028476594680008,-0.017799779265269145,-0.0330243938779675,-0.01912952728276973,-0.023187088570462953,-0.018646534934401108,0.07330019738813562,-0.004293645746559073,0.008364033464593964,0.1696504406551328,0.022292264426318726,0.08697923722707761,-0.20985786060602798,-0.15815168800598498
81711,0.054976746633130014,-0.1625956016718349,-0.03079079303951128,-0.012161576697121307,-0.00031186261399753114,-0.03286695264661474,-0.02610675110831985,0.01536348314176373,0.019821630796084174,0.07461129654117002,-0.012944008537028108,0.007326425908524444,-0.17524474993144917,0.019720591487515142,-0.08265563338164005,0.1965750439272861,0.15565896885757968
81726,0.0546412756367808,-0.16442460200544823,-0.030311833567073183,-0.012621230515271543,0.0028831791104786298,-0.030714218704675368,-0.020732359607116422,0.014266179277099026,0.013857881010090204,-0.07482441352280551,-0.008481805521094432,0.009701907773497762,-0.17556127435666335,0.022795094700365816,-0.08684908537837838,0.21325686020766169,0.14667649773326238
81991,0.054762242653926645,-0.18114331179552437,-0.03395450621413506,-0.011156148437419303,0.0031002034508669585,-0.027563758099567286,-0.022016796479686216,0.014624000214451299,0.014669458183570391,-0.07136123748280794,-0.00792071236075442,0.004701093191097303,-0.17074184548201182,-0.02062249655970547,-0.07562320158179053,-0.20880970861718504,-0.15482414785366544
102416,0.05730131636899622,-0.17497952913783318,-0.028795441724795267,-0.01178116431539573,-0.02044836714292415,-0.023667719320710212,-0.019022840235026702,-0.01758166449915882,-0.009872086857161708,-0.08186733301252434,-0.01014948141650148,0.005584306237485197,-0.17437535752618605,0.02979066787220539,-0.08847177312546745,0.2106173113344752,0.14520608749321676
102420,0.04851134462543319,-0.17022197691158958,-0.025185627734307124,-0.012002828043430704,-0.022063764344915835,-0.02906539458641253,-0.017586607696448403,-0.027972138190001855,-0.01587677245940393,-0.06736921924909332,-0.010920111370996221,0.006254246906739947,-0.1739214406747642,0.029863573639614546,-0.08993634527301708,0.21182910310010675,0.1554260864048504
102430,0.05382143748640436,-0.15395647240524046,-0.023285356973421944,-0.0057323229779044855,-0.015721666397284253,-0.027213276256990066,-0.01738742289848502,-0.017615819115178913,-0.016969916688430276,-0.07450918245849739,-0.005580504636942779,0.00935346520451618,-0.18144971799682585,0.022969717242607445,-0.08756879776081229,0.21243383041253297,0.14609483624722508
106878,-0.05659471875298037,-0.17938920317560247,0.0336598179851747,-0.005560275052936608,0.021137765964073164,0.05445163014047082,0.013219308302536639,0.008241719155428748,-0.002282920930565705,-0.07482378846945359,-0.0030647808111421712,-0.005985232801209047,-0.1779372845026169,-0.023561538155456755,-0.08506225161705977,-0.21833771332883262,-0.14882959295641407
115277,-0.05983008358324356,-0.1730489751852359,0.03318345377375609,-0.0071139567721993455,0.016028649994183224,0.051559749833101805,0.010202999076449462,0.002350467457240195,0.0013988544074315847,-0.06924831175701596,-0.0053240209617124385,-0.013847358365202941,-0.17793086445126474,-0.023279091092077816,-0.08786050552799737,-0.2111182611031562,-0.15988813075788597
117329,-0.05625717483141852,-0.17026327175271305,0.03749393215783037,-0.0034916778307777286,0.019831039422808235,0.046879482559308856,0.008506450957893087,0.007328892486888442,0.0014629888083448328,-0.07439756321259257,-0.004415757370715423,-0.012170333773537061,-0.17391081597626476,0.02414098558842267,-0.08895822655833373,-0.21591911882141873,-0.14961506831946716
159784,0.05787260197766831,0.16942240553094684,-0.02671239669426529,-0.0033791639162639928,-0.012387110102405223,-0.03927467831820448,-0.0176275083744089,-0.019063075258998457,-0.006487496593496283,0.0748195244082588,-0.002506751256954218,-0.0042684348582035575,0.16933420949719136,-0.0268020803853969,0.09068602766723889,-0.2162251830419214,-0.15428432255624128
159788,0.05607486827654183,0.1829877348651644,-0.027365290598898646,-0.0060818984715872845,-0.01858504287150343,-0.0330670012956058,-0.025163537134455786,-0.027208974004594405,-0.012370302637428273,0.07648487410625038,-0.0025078562651951815,-0.009703542993664271,0.16812876295919768,-0.02370995247505079,0.08020738401105677,-0.21454465240227996,-0.1554099424468353
163804,0.05404928540952044,0.16045641201942148,-0.031541049087157366,-0.0021400656826628494,0.0051086292949840476,-0.03855190361594439,-0.020171463825068698,-0.024448441024376703,-0.01536507555727631,0.06654951107347216,-0.012822170652733746,0.005668348712297759,0.16339876863542488,-0.02474669590709103,0.08248253730300385,-0.20421002218184894,-0.14887341791827774
165861,0.05651184299703677,0.16805260002359465,-0.027131840174966927,-0.003293871510603591,0.00031417536404672986,0.05270881014344364,-0.016487744273802285,0.01844134290066072,0.015890357885771155,-0.07050884358569134,0.0011520948238913833,0.012026423362178273,0.16862927997457236,-0.031681952468866334,0.0875053759004365,-0.21747383487766025,-0.16347992069807385
165872,0.05428359305553501,0.1733836203736349,-0.028133593060974342,0.001020500199026662,0.004056490162624493,0.05594336717908777,-0.021002663955993785,0.01649811474068553,0.01409814699194744,-0.07681747413844915,-0.00725154280077579,0.006806308815832503,0.17036228053544444,-0.024713999520266035,0.08017841590223862,-0.213219462232761,-0.1564105503940617
169891,0.05577704412544063,-0.16355388640774424,-0.028061502026095326,-0.00327841508282898,0.005222961397272455,-0.03585562202193727,-0.0268757939775331,0.014066437254629704,-0.00992135151994733,-0.06762421270838384,-0.005182051588003815,0.005339227470885675,0.1631148452225436,0.02815711310271349,0.08156385312804741,0.20802846573337344,0.14720457001501094
169897,0.05637856961526635,0.17273333264450588,-0.02916325616210431,-0.002551809003603916,0.008884314604456609,-0.033816459440059746,-0.021363041233004903,0.016208321551476983,-0.017454878999906654,0.07582736163497826,-0.0029804120321059416,0.00669768431953777,0.16755608076951403,0.03078512267962245,0.0805950051792205,-0.20458958236913483,-0.1452417817361193
186834,0.05468251633271533,-0.18425480409188028,-0.0338244502502186,-0.004508964686660965,0.0012791313365519243,-0.031268805382808386,-0.02050083368466406,-0.023921175819410993,-0.01784013727804499,-0.07181176840056588,-0.008333854286639929,0.0031854936763026555,-0.16536645496965852,0.028597291446778726,-0.0859466566474973,0.21519976683178876,0.15564925764612297
192114,-0.06113115204081182,-0.1659128962312007,-0.02539602364478484,-0.001937820797938997,0.007117516885955711,-0.025121782809161983,-0.02235261728915273,0.014937775742323552,-0.019888928552461577,-0.07684545595401407,-0.0033245111254758945,-0.00990911587950223,-0.17054715407575227,-0.025710969532437615,-0.0835297430818687,-0.21373394951521066,-0.16150876870223066
195097,-0.05486382661983526,-0.17467656814324392,-0.029889457426905113,-0.0017508386387912452,-0.023466019280325434,-0.03419972009371143,-0.020832059551823087,-0.018963979141816297,-0.009543991985914635,-0.07482781236120599,0.010059540211888342,-0.012114904541407637,-0.1729403770911109,-0.0252371459743216,-0.08717945092794417,-0.2119191013157553,-0.15511572766868226
195346,-0.05605390439012987,-0.16841877068771974,-0.028839721058394066,-0.0029479301001757814,-0.024260349272857838,-0.02312720319412836,-0.021168720629557974,-0.023013667966288107,0.00028573731593658635,-0.07393753693298015,0.01637227355848175,-0.00985565695264176,-0.177240285867396,-0.03357864968618747,-0.08270375883511619,-0.21826785581717556,-0.15440014493909224
196669,-0.05862358374611785,-0.16877345608095207,-0.02781576881515183,-0.004243369836764017,-0.023420710863275403,-0.03054208736784747,-0.023821783039539444,-0.02192524477024137,-0.0038959641863263025,-0.07959115178801753,0.012094491638671507,-0.010663173633930096,-0.1733907975466099,-0.026342568986970905,-0.08613739401227602,-0.20881714739427676,-0.1509076527674619
239405,0.05897371184368943,-0.18283312104733307,-0.026622694104595803,-0.016553207484376335,0.00507811875265608,-0.035427584351058486,0.008941448614993387,0.01644057240662111,-0.014875882030627018,0.0750454704303745,-0.0057442559987413025,0.0010136165853999548,-0.1708788261318636,0.02344981889630671,-0.08308911533166083,0.206275344972443,0.16189470086359392
239424,0.0571015480066072,-0.1479148787816235,-0.02877788234489041,-0.008915526955237585,0.002830712858928777,-0.039685610350765274,0.014000223797682723,0.010532790652827624,0.01463044258136297,-0.07495931835496555,-0.011952740385514084,0.010184943948281903,-0.1749787024387294,0.02494958861255521,-0.08828287851923046,0.215880752054159,0.15431472447759884
248478,-0.0567617690965149,-0.1742502709858893,-0.02209158818030855,-0.010737613691965547,0.003561547131454536,-0.03034193661650599,0.016181902490281338,0.02015821275003611,0.009995959172877133,-0.07702409255810067,-0.006484715640168925,0.009397118976052702,-0.17730957832508046,-0.027716425591635733,-0.08553297692532522,-0.21781426015628694,-0.1534129784876681
251445,0.05549805697682202,0.15472496757192492,-0.028069722640249945,-0.012571957040188307,-0.026184607303108128,-0.03692849863211617,0.0101632747969123,-0.026265750634258213,-0.0177465276775797,0.07173016100064172,-0.007844751783715348,0.002925971027075554,0.16924613015887863,-0.024612124099309702,0.07607915019934482,-0.20692929944925875,-0.15056946636292728
257820,-0.05035669118175699,-0.1732070322266806,-0.025231967368718054,-0.014281983282023946,0.003939909523947049,-0.029383793048324117,0.014237700294875866,0.013829681849537177,0.01693375040582712,-0.07343851567142351,-0.009233388745009464,0.011844236184723083,-0.17882072012132189,-0.030171424523689924,-0.0855336453426989,-0.21422294888163393,-0.1574931572999219
287118,-0.05769036367489492,-0.16992183778630382,0.0344756270539792,-0.00784157011796479,0.01790713218948366,0.0493128217717161,0.010131608792725446,0.0030080355631183628,-0.0038181509117708613,-0.08110397467578766,-0.0074897488931776664,-0.012371298140231737,-0.17266321399521425,-0.029217285920182516,-0.09231100612154537,-0.21298305753256147,-0.14500230732141098
