,AvgSensitivity,Complexity,Consistency,Faithfulness,FaithfulnessEstimate,LocalLipschitzEstimate,MaxSensitivity,Monotonicity,MonotonicityCorrelation,MonotonicityMetric,NonSensitivity,RelativeInputStability,RelativeOutputStability,Sparseness,Sufficiency
AvgSensitivity,1.0,0.034407838287759174,0.0906068590817442,-0.00875212854663365,0.023473203558420905,0.5970797105705729,0.8969364934734829,0.13001031307246086,-0.22743471490740857,0.2624438461697781,0.32092008014452117,0.33671986277028293,0.47763004974199247,-0.05526751591453298,-0.09441006815311521
Complexity,0.034407838287759174,1.0,-0.5375357665681303,0.1366851654607713,0.2686524947729341,-0.08450785039352901,-0.05308506250874041,0.026723224967366996,-0.395244082041311,0.21484418806909777,-0.48679930310580766,0.2724061979539193,-0.1636802134885651,-0.9944989898616532,0.5054272394259716
Consistency,0.0906068590817442,-0.5375357665681303,1.0,-0.21541845594697423,-0.13459800623922336,-0.1042208185398596,0.17975322783282444,-0.34099034300607256,0.4018583099375586,-0.25396240211092835,0.2423281783336621,-0.22596633270723632,0.26304193780118723,0.5523989006795774,-0.09870465777281355
Faithfulness,-0.00875212854663365,0.1366851654607713,-0.21541845594697423,1.0,0.14472174145440375,-0.02760370547463389,-0.006689677357483307,0.1377030780701103,-0.08246651615775771,0.052394180217076744,-0.07687553328605022,-0.07223154648248088,-0.1752759146803113,-0.14240063269457726,0.09495162088075078
FaithfulnessEstimate,0.023473203558420905,0.2686524947729341,-0.13459800623922336,0.14472174145440375,1.0,0.02153414639833729,-0.010190277431693916,0.011579612374055262,-0.122272557174532,0.10772396186138802,-0.21513831209568546,0.19393216408072636,0.01842013473611157,-0.2647630721790011,0.26714595173275707
LocalLipschitzEstimate,0.5970797105705729,-0.08450785039352901,-0.1042208185398596,-0.02760370547463389,0.02153414639833729,1.0,0.4237906413804779,0.14933133533041476,-0.2429246565598777,0.2064481141912519,0.4418397055047477,0.40323318138444186,0.4788314083139986,0.07392482496214271,-0.15315630099207247
MaxSensitivity,0.8969364934734829,-0.05308506250874041,0.17975322783282444,-0.006689677357483307,-0.010190277431693916,0.4237906413804779,1.0,0.18680241009738335,-0.09046763550935573,0.24726628798254666,0.3280069844321768,0.10693871954376157,0.2918682900785081,0.0387347303968881,-0.06615399606601294
Monotonicity,0.13001031307246086,0.026723224967366996,-0.34099034300607256,0.1377030780701103,0.011579612374055262,0.14933133533041476,0.18680241009738335,1.0,-0.16537919667267986,0.17960530202677488,0.288147155154807,-0.20089119131865293,-0.3517073241759446,-0.036251350977093415,-0.10591307416605239
MonotonicityCorrelation,-0.22743471490740857,-0.395244082041311,0.4018583099375586,-0.08246651615775771,-0.122272557174532,-0.2429246565598777,-0.09046763550935573,-0.16537919667267986,1.0,-0.22752859933632383,-0.08515478204647327,-0.22415023549489202,0.09502476490703107,0.4063096942463186,0.10362289724491788
MonotonicityMetric,0.2624438461697781,0.21484418806909777,-0.25396240211092835,0.052394180217076744,0.10772396186138802,0.2064481141912519,0.24726628798254666,0.17960530202677488,-0.22752859933632383,1.0,0.03528113411059667,0.01711916424960243,0.027288612109144367,-0.22674352491785552,0.04323797788469296
NonSensitivity,0.32092008014452117,-0.48679930310580766,0.2423281783336621,-0.07687553328605022,-0.21513831209568546,0.4418397055047477,0.3280069844321768,0.288147155154807,-0.08515478204647327,0.03528113411059667,1.0,-0.0720676882441264,0.05551073682067571,0.486325971346285,-0.5193180817630525
RelativeInputStability,0.33671986277028293,0.2724061979539193,-0.22596633270723632,-0.07223154648248088,0.19393216408072636,0.40323318138444186,0.10693871954376157,-0.20089119131865293,-0.22415023549489202,0.01711916424960243,-0.0720676882441264,1.0,0.5304545190669968,-0.29893180102536265,0.14003084370965235
RelativeOutputStability,0.47763004974199247,-0.1636802134885651,0.26304193780118723,-0.1752759146803113,0.01842013473611157,0.4788314083139986,0.2918682900785081,-0.3517073241759446,0.09502476490703107,0.027288612109144367,0.05551073682067571,0.5304545190669968,1.0,0.13606297905958806,-0.05253082584449686
Sparseness,-0.05526751591453298,-0.9944989898616532,0.5523989006795774,-0.14240063269457726,-0.2647630721790011,0.07392482496214271,0.0387347303968881,-0.036251350977093415,0.4063096942463186,-0.22674352491785552,0.486325971346285,-0.29893180102536265,0.13606297905958806,1.0,-0.47754157770845124
Sufficiency,-0.09441006815311521,0.5054272394259716,-0.09870465777281355,0.09495162088075078,0.26714595173275707,-0.15315630099207247,-0.06615399606601294,-0.10591307416605239,0.10362289724491788,0.04323797788469296,-0.5193180817630525,0.14003084370965235,-0.05253082584449686,-0.47754157770845124,1.0
