observation,PS1,PS3,PS4,PS5,EPS1,VS1
9,-0.0069724343668967695,0.015923043438648955,-0.04401398866838401,0.01733148085817657,-0.00459673728622894,0.04031239260182185
5,0.005980340760886146,0.045190855650664226,-0.020308023694550148,0.033142864838592356,0.01207750364330766,0.016906263821178713
249,0.04681138259537334,0.02224417908377162,-0.05088336941649235,0.008649592795356952,-0.01068259463095288,-0.015083297863867105
252,-0.015128907060306583,0.008216936748888397,-0.06076171707365729,0.04478635931379065,-0.018255147475250193,0.007283711755641308
255,-0.014542158335259427,0.007189465449262772,-0.06099221880289685,0.044955827760010766,-0.019944016013350573,0.0064992625385849045
685,0.008254889855480577,0.054406515304096945,-0.05040674927694805,-0.037442361741662364,-0.02633603195180302,0.08706952136025795
403,0.07242611880949433,-0.006899810120505168,0.048614618732012296,0.02036561175495119,0.004042209235630589,-0.02846719558259375
420,0.07768524441528085,-0.0003103583556502698,-0.050110490612799916,0.03230025251061013,0.009358631763063036,-0.014776723303320458
