metric_1,metric_2,spearman_corr,p_value,n,abs_corr,significant_0.05
Monotonicity,Sparseness,0.06961027765170043,0.04370174861998546,840,0.06961027765170043,True
Complexity,Monotonicity,-0.06667624630855251,0.053392402118516626,840,0.06667624630855251,False
FaithfulnessEstimate,RelativeOutputStability,0.06568666416261214,0.1511682225859402,479,0.06568666416261214,False
Faithfulness,MonotonicityCorrelation,-0.06362168805603827,0.0653212276348795,840,0.06362168805603827,False
AvgSensitivity,Complexity,0.05293511909215792,0.1618101130972703,700,0.05293511909215792,False
FaithfulnessEstimate,Monotonicity,0.05086934317771108,0.140726237670061,840,0.05086934317771108,False
NonSensitivity,Sparseness,0.04439696735148846,0.19863014842083382,840,0.04439696735148846,False
AvgSensitivity,Sparseness,-0.04265330174084769,0.2597440140679499,700,0.04265330174084769,False
Complexity,NonSensitivity,-0.042353641042740114,0.22010556085576155,840,0.042353641042740114,False
Monotonicity,MonotonicityCorrelation,0.038787746152667,0.26146967049962205,840,0.038787746152667,False
MaxSensitivity,MonotonicityCorrelation,0.034702795997428496,0.3150955455436944,840,0.034702795997428496,False
FaithfulnessEstimate,LocalLipschitzEstimate,-0.03390825181360599,0.3263100880900396,840,0.03390825181360599,False
FaithfulnessEstimate,Sparseness,0.027121718748430133,0.432432483447001,840,0.027121718748430133,False
FaithfulnessEstimate,MaxSensitivity,0.026904739296480216,0.43612509550872924,840,0.026904739296480216,False
Complexity,FaithfulnessEstimate,-0.025048505521258882,0.4684475179242857,840,0.025048505521258882,False
AvgSensitivity,FaithfulnessEstimate,0.02058714405539603,0.5866005724893971,700,0.02058714405539603,False
Complexity,MaxSensitivity,-0.019632347319500056,0.5698944599001482,840,0.019632347319500056,False
FaithfulnessEstimate,Sufficiency,0.018120712228608192,0.5999661923401824,840,0.018120712228608192,False
MaxSensitivity,Sparseness,0.017166114412974817,0.6193181040128964,840,0.017166114412974817,False
AvgSensitivity,LocalLipschitzEstimate,-0.016375170444954262,0.6653773289695574,700,0.016375170444954262,False
LocalLipschitzEstimate,Sufficiency,-0.010570362213139145,0.7596727561926006,840,0.010570362213139145,False
Faithfulness,Sparseness,0.006914905099752763,0.8413891217015307,840,0.006914905099752763,False
Complexity,Sufficiency,0.006676882038565338,0.8467800862904078,840,0.006676882038565338,False
Consistency,NonSensitivity,-0.005132995578992009,0.8819104725823081,840,0.005132995578992009,False
Consistency,FaithfulnessEstimate,0.0025085277690733328,0.9421276962122334,840,0.0025085277690733328,False
Complexity,Faithfulness,-0.0024543584967817245,0.9433752740421623,840,0.0024543584967817245,False
LocalLipschitzEstimate,Monotonicity,-0.0013902085331671003,0.9679080933135799,840,0.0013902085331671003,False
Sparseness,Sufficiency,-0.0013238901322669718,0.9694382368607174,840,0.0013238901322669718,False
