,signal__required_value__fan_exahust_air,signal__required_value__heater_valve,air_temperature__required_value__exahust_air_inlet,air_temperature__max__supply_air_outlet,water_temperature__real_value__heater_behind,air_temperature__real_value__exahust_air_inlet,air_temperature__min__supply_air_outlet,air_temperature__real_value__supply_air_outlet,water_temperature__real_value__chiller_behind,signal__required_value__heat_recovery_bypass,water_temperature__real_value__heater_before,logic__real_value__fan_exahust_air,logic__required_value__heater,logic__required_value__chiller_pump,logic__required_value__heater_pump,logic__required_value__chiller,signal__required_value__chiller_valve
10163,0.05729698149128634,0.08850899240619203,0.00026715090493603666,0.019541080162786217,0.04218468362764428,-0.027956738123335767,0.026170848925749727,-0.014676835030849126,-0.015392809564556638,0.03943365802182095,0.031037845875426417,0.027362455786634737,0.05644263162052735,-0.04978352631805185,0.04611153706053887,-0.08079936555842748,-0.08317033776860802
10164,0.06042117062644987,0.08854489018382768,-0.0028431896231944148,0.025019538722109547,0.03903253379777106,-0.03158529003734263,0.02083614461469547,-0.022278754718544798,-0.01934426447267425,0.04578496003892099,0.027155229165594347,0.026494348268465785,0.061229364919023296,-0.048678392069487854,0.04363452279150943,-0.0785969817126073,-0.08526493905029645
10165,0.062332494034075044,0.08571681127301004,-0.004761542476661981,0.021827484255757028,-0.01652880341240778,-0.029740780102268646,0.021162065705894226,-0.021310141645950027,-0.016506944964411224,0.042936201746322414,0.029557132201111044,0.028459294819678366,0.06513338283621077,-0.050522497408673255,0.048190549532352044,-0.07422465218766112,-0.08792046622303512
10172,0.06030519113875229,0.08864806745849536,-0.0012614521438336493,0.02158116597859282,-0.01146958046768373,-0.029499060370594313,0.022964503455534364,-0.020482445048272856,-0.01517091795001858,0.0405774223357669,0.030506188199511917,0.023558302338174675,0.06070680393149731,-0.05282645116263549,0.04104886039527453,-0.07585401159114413,-0.0822053251729721
10174,0.06012876787505448,0.08855052032671117,-0.0062221256032083195,0.022509929601206638,0.039355279203727174,-0.030071463711045132,0.022346735762536013,0.05770283366743709,-0.01625294118858086,0.04458773543472839,0.0336282577765919,0.026249690422306047,0.062188530102417025,-0.04776506252744531,0.040959292865377805,-0.0775610261415962,-0.09166411027482567
10175,0.05680700041626861,0.08864044342964553,-0.0013414782083363932,0.02502629943199564,-0.013140533379181538,-0.02894761794702966,0.015837776291958327,-0.018811238629710274,-0.015313579382477873,0.04877905088291302,0.02703177294685295,0.021386834388857898,0.06082000496627058,-0.04721436790357927,0.047722364419194536,-0.08039326463256878,-0.08804790889593127
10177,0.06001070063347387,0.08967335078259782,-0.006532251745831243,0.022375443646197257,0.03737591881752107,-0.03360896289708344,0.019191038395552095,-0.021990880019335114,-0.015617506534923173,0.04376430212218842,0.029274808713298822,0.023869594811888575,0.05926279464355565,-0.046279105946106194,0.04536001421331383,-0.0826920169758229,-0.0854396505787448
10184,0.05971946705689118,0.09130983091643673,-0.002127010610206509,0.025797338066654178,-0.012985695478572493,-0.03282651792141708,0.027794933788629333,-0.01679916713699466,-0.016379966801635414,0.04145507960945,0.028786117361480325,0.01893546720209387,0.06282510711250809,-0.04973689511773582,0.04162953391463065,-0.07211179779765366,-0.09058071110712794
10185,0.05979047799695748,0.09015343977057357,-0.0008086683597066349,0.0178777013370512,0.036984411920403075,-0.029924114724255626,0.02088069800847473,0.05795223599796433,-0.015679090242573406,0.04301965271226384,0.03122272673145065,0.026137913961448885,0.06580029433130426,-0.048420721057221644,0.04069295825155217,-0.07702485966678252,-0.08542644262321462
10188,0.05958914882208801,0.0877918605694711,-0.0021569755811473978,0.021899097380717117,-0.021439091986296913,0.09267491682667112,0.023485990102789126,-0.01995454402476978,-0.016054429398878058,0.0444614387073686,0.027894520841092323,0.024449847191130362,0.06131938879306648,-0.047485031839599526,0.04468210093050081,-0.07868108586865467,-0.0883758357913724
10189,0.05919521682513071,0.08657733858955126,-0.006152405491524026,0.024083644497757333,-0.015388625441050631,-0.030663963097677667,0.021043398933857354,-0.019532423865814132,-0.020106150193386723,0.04193417193239684,0.026133264378614296,0.025814723883040576,0.058887823986255625,-0.04865957931802062,0.04225737378460029,-0.07774673240142976,-0.0900312488075352
10191,0.06122435472643486,0.08562341546012328,-0.00422139929185544,0.023779807794389946,0.039793048264819164,0.0950382433489778,0.02173348332562973,-0.020501406621149156,-0.01338344847410648,0.04426493063765588,0.028520435146337838,0.02636553132535386,0.05993107252127992,-0.048868438832491305,0.04581089869641772,-0.0716885957143124,-0.08410951258372552
10197,0.05919106972613843,0.0854815390056915,-0.003187647468200368,0.02227568264266157,-0.013213727887199331,0.09436029513541803,0.02528159560795868,-0.018660551784709954,-0.01878171532242872,0.04634606773594979,0.029711917298286244,0.02433973062459372,0.05659623464386526,-0.05135694699728007,0.04223360029753866,-0.07368384001547765,-0.08448462933427973
43465,0.05960396165314598,-0.09048765888138105,-0.0059932841933842875,0.018702084769991047,-0.015296529951706763,0.0914390607933021,0.021873833802233643,-0.0227864002054444,-0.0177309925249136,-0.04573996410009869,0.028296648536772603,0.022146817739360575,-0.05961426315225521,0.0496375744932721,-0.044879324420714184,0.07241843450639442,0.08517985721750819
60722,-0.06006575194642271,-0.09057956612171537,0.03871915025166575,0.025493268530496115,0.0380647155173413,0.09080281360888572,0.025179938438105308,0.05770477753459691,0.043739604111036015,-0.047152369301993485,0.031575265178572696,-0.022941383996272394,-0.06345520310888378,-0.05141370295938232,-0.04382784956527572,-0.07481660989451376,-0.08380790216958792
62404,-0.061731089025948094,-0.09189606488480048,0.03909515722088953,0.025040471961515372,0.04163028463589091,-0.03083517988934642,0.025753367794607983,0.05896379177317361,0.043199970140779816,-0.04115628353979112,0.032500828760252114,-0.0242043302429719,-0.06081589534393011,-0.04683206810861955,0.04385383290762476,-0.08016364432068857,-0.08148003560631728
64473,-0.060145742663859,0.08860810130472375,0.04069651133982568,0.02470929487459849,-0.008720569298069789,0.09440990749520808,0.024222340313481607,-0.02210550445043454,-0.01614258617900819,0.043012744097629216,0.027561455943220226,0.027084617173150784,0.057848821909293094,-0.048482404098493345,0.04693034166685279,-0.07243704270344026,-0.08447392280201557
64744,-0.059316953971709656,0.09368288211407257,0.03901558033937079,0.02493796026676979,-0.01586136486741461,-0.03152184457630857,0.024377743188006135,-0.011251540608876365,-0.01711289668246387,0.047201365668143376,0.031429114768494956,0.02489323557906703,0.06869569547416161,-0.04211901797164355,0.046052569420504265,-0.07384461424400389,-0.08801758073742527
64791,-0.06219980149758719,0.08512352065917535,0.04147885405189789,0.025930663992259333,-0.016897331788607278,-0.03017458906502077,0.028236704012053564,-0.02190305437982292,-0.012515262077094583,0.04528290847137577,0.03137546003684381,0.027418474298024593,0.059905743072796634,0.045207641210183454,0.045259201520079485,-0.07221026764876709,-0.09125325849319599
64793,-0.05884240218859305,0.08307059995204996,0.03575004300355807,0.02629237140196524,-0.015120955185426669,-0.029395983808106034,0.02474661570347456,-0.02225118920825936,-0.01595924120330706,0.04493748431838526,0.029077890217049616,0.024823312563727672,0.05828413749755332,0.0502498508147168,0.04481099784922982,-0.078175110637992,-0.08387028483139375
64795,-0.06317325190027412,0.08913479856282357,0.03690856516500509,0.025983255235991314,-0.007810252105051432,-0.02857034487204801,0.024152463101459673,-0.025639195799868654,-0.01846997932868225,0.0431473885667936,0.03236003935939949,0.027457725563087718,0.05671424388299221,0.054571399098545886,0.047251413196013566,-0.08110559513649401,-0.09039468368593269
77140,-0.06146217448571714,-0.08181929918264186,0.03897343077796986,0.024109458085186414,-0.01296423558431876,0.09416479557022864,0.025506286334808576,0.05760226591209549,0.04714133779521148,-0.04639572600220742,0.02338295961099497,-0.026641873800477094,-0.06028593501314279,-0.04841049697248598,-0.04557007319371372,-0.07656541006849239,-0.08239767009187207
77146,-0.05836312715950755,-0.08666035342910848,0.035587108380019855,0.026870692295329356,-0.013752989854210095,0.09277959799719612,0.02431712433180671,0.06161321093310494,0.04824138874147153,-0.04321633806386817,0.023273157174350394,-0.0246842678216612,-0.06093968090609308,-0.04926892384709518,-0.044044939168879645,-0.07764701775331871,-0.08289214882803381
77154,-0.05839403494142588,-0.08725382343443908,0.03446788707487142,0.024852349731303423,-0.014407456749778409,0.09405553548264342,0.024269727130636923,0.060066149053792824,0.045227074363896794,-0.04640029509453895,0.02627381514694136,-0.02340969386383304,-0.05931403800449239,-0.047075124132885234,-0.043902746998003846,-0.07453960135284503,-0.08486450672572439
98666,0.06381527105498029,-0.08647953851149337,-0.006706758534250436,0.024485476238384766,-0.014717390049760777,0.09148508600637627,0.02323341607014913,-0.023453649438019822,-0.016265493151804984,-0.04470514434374306,-0.026163793219470585,0.024433852386428607,-0.06770763801012375,0.04604582397038387,-0.04772738361368524,0.07290613906644353,0.08305374448418545
98980,0.06398381315928306,-0.08306731560180726,-0.005128559111791142,0.022268902323449663,-0.014661859452852269,-0.03360113751024651,0.023668375555925637,-0.021714259301038062,-0.014831761020129432,0.044299860019875376,-0.026020892799676898,0.022528460539068988,-0.059306160061395566,0.05172179855103778,-0.043517952593480555,0.08168801865495137,0.07893308334100756
102428,0.06485743015790726,-0.09149396819457867,-0.001431808408323646,0.028057654475326044,-0.016468485334878817,0.0917267589066271,0.023686670582563206,-0.015377042481369637,-0.014755166654325833,-0.045403279930651456,0.025900190900845683,0.021618189380592942,-0.06005652358194288,0.04418950322917556,-0.0428200745222513,0.08065376299972846,0.08750484215357915
102433,0.06318456822338574,-0.08391207803943625,-0.010306362498976025,0.025708313739965273,-0.015007886759305089,0.0932876225065289,0.02318249160566639,-0.014822037116976761,-0.01604461458383291,-0.044265988543911006,0.028454141569278384,0.024900573307004622,-0.05867836464526042,0.048924132594514065,-0.04595193913914404,0.07496605577251661,0.08879021808525417
159786,0.0590466355109033,0.08200232769562092,-0.010999623426425353,-0.028510748292226315,-0.005925135336907449,-0.03276763894222446,0.021889600467011387,-0.022246383989111006,-0.016171507163143407,0.04311010012990812,0.030765187634357833,-0.02556899715647037,0.061009114839077984,-0.04975927913176749,0.03909303355660825,-0.07823357072490339,-0.08093188317883669
159791,0.05726137847183804,0.09040633960525578,-0.0006420932942492348,-0.0328872159437465,-0.012083094619933944,-0.031140201599822684,0.025189284967469524,-0.019181533288524247,-0.009913652876755528,0.046313525071525335,0.028451204678493613,-0.02725448258514593,0.061188845050201,-0.0482792209400743,0.04349098039348976,-0.07613354131882298,-0.08678423836246324
159796,0.06004108395857183,0.08555451517963633,-0.005959383502806491,-0.03191841963922689,-0.010304378236226649,-0.03310696847881723,0.026316234546820222,-0.015478901540195895,-0.014935638392084769,0.04786937013940427,0.030846833542265892,-0.02553165955128728,0.05713391175250241,-0.047713919919605156,0.044818083972012986,-0.07756387958336355,-0.08544874763106261
159801,0.06046852176960622,0.08211311997087953,-0.005012222860234457,-0.02986993471903412,-0.006223789092907184,-0.029624571194613362,0.023237843204354864,-0.01661804028903766,-0.013400530966514704,0.03977511934770811,0.03026182849023749,-0.02621203367075585,0.062211337515803704,-0.04873497056982823,0.04644111372956641,-0.07985928330819912,-0.08562375318158721
160735,0.05757541101986169,0.08429878819481877,-0.007743801400174844,-0.03261508994643206,0.0407459854676122,-0.029536641745586262,0.026087058559442423,0.06153905263094484,-0.015778868360516576,0.04324632598368248,-0.02374260616606395,0.022432536305083715,0.06170019348463199,-0.04643986019109521,0.04066781361448408,-0.0742438325592638,-0.08273092099716885
160807,-0.059426585604754646,-0.08761958062201221,-0.006402184546888511,-0.029993559579012043,-0.011678552008428272,-0.026735895598934932,0.02556858731289525,-0.023846042876276716,-0.016256933024088892,-0.04658416547518352,-0.028110067143508905,-0.026454227169525155,-0.056547724888481324,-0.05003056600256243,-0.044279536945315716,-0.07521552712238619,-0.07833792164723062
161562,0.0587374128076269,0.08796388362572653,-0.004064286978388651,-0.02911758899387325,0.03979671683761399,-0.02920241210164051,0.02532849250249487,0.060062420536659764,0.046388899814338,0.047712920632998604,0.027116884961162033,0.0225482447944392,0.06282141951750153,-0.05028034122352957,0.04499095816772707,-0.07247086978286667,-0.08089836779852592
161591,0.06241353514462478,0.08903964569679128,-0.005455275292378816,-0.033106756568803256,0.03811140820393826,-0.030110312156944846,0.02405604589140451,0.06318221600157084,0.04580218369491709,0.04447085100434083,0.030878718555541477,0.022971865125419863,0.06380769255117685,-0.05128670616656372,0.046780786636889386,-0.07551077774258907,-0.08627302839597051
161616,-0.062071153930859324,-0.0798204401432403,-0.004917399456856663,-0.0333634378263374,0.04301405809560455,-0.030594109996683192,0.02321220879779508,-0.021989755074451566,-0.010896381427837984,-0.04293377541889004,0.03014608143171016,-0.019031935572065846,-0.06475093727381565,-0.048320573696259375,-0.0450767021508016,-0.07660100752397332,-0.08634752987801686
162843,-0.05817207214476966,-0.08989703504721354,-0.007885082513219788,-0.03252777244046353,-0.015798654540612064,-0.025818276702480304,0.02280792283268236,-0.02191065954929508,-0.016085880006418345,-0.045160339730737374,-0.030017739783908495,-0.02459514111458635,-0.06438819269971628,-0.05678161999742634,-0.04351080057874965,-0.07770582493810664,-0.08355653236728014
165860,0.060731181087074405,0.08905243883771566,-0.00631562286184951,-0.03217627680863207,0.04141224440085894,-0.03817665487095028,0.02849450409487532,0.06027379636399872,0.050181800595646656,-0.04520995342899795,0.030242280900116884,0.021587184045382193,0.062033454383645895,-0.047852932952339076,0.042722658407880705,-0.07275657957861503,-0.0873007590101887
165865,0.05879860097563345,0.08885345189726138,-0.004802751840309186,-0.034116154503467486,0.04166916232804725,-0.042588510417629614,0.02341057414574494,0.060570757884888866,0.04479934587153095,-0.04623686735590057,0.025746371066716057,0.02512106370839132,0.060014348177451264,-0.05125190198564004,0.045802512349302237,-0.07927299887147451,-0.07893655509181025
165869,0.060368123522405163,0.08649914074628039,-0.004819955292827056,-0.03297072984699871,0.04235427468971086,-0.043078964383155,0.025738921076318165,0.05766192267380966,-0.015383609471829315,-0.04592972744661802,0.03375179171109868,0.02458955201427548,0.06465194336980894,-0.05096139470883696,0.04434849052244818,-0.06778554743866333,-0.09211346218182619
165874,0.058715840484902616,0.0885880687267344,-0.005952384687102767,-0.0339271174817577,0.03806334942080972,-0.041298051634019915,0.025521714968760868,0.05690115677988826,0.04364614543190171,-0.04316492208281592,0.029033561655010656,0.025608345410901606,0.054384122747657075,-0.051083611655187655,0.04634616857458783,-0.07976399001326187,-0.0859093821793396
169883,0.06314818216428422,0.08662476710454092,-0.004650538163126268,-0.03064753475701468,0.04128579380285126,-0.031014545419726723,0.024541741895396797,0.06437844497562731,-0.014352250025334422,0.044386525700750926,0.02597810964956239,0.02403658200160136,0.059993189912183664,0.04977874863296397,0.04181080795418965,-0.07183797888892265,-0.08445043743065518
169892,0.06108444177604644,0.08952912370722275,-0.004553695566009169,-0.03210639097985144,0.04153634461764363,-0.030190391392089757,0.02186754588742029,-0.020990076824016993,-0.01778901446712483,0.04617372154339226,0.024910801660534106,0.022896009658207095,-0.0615923749970487,0.052649119587729165,-0.0465709143859511,0.07857549685046099,0.08931449254572757
169895,0.05977638803046579,0.08473652389081084,-0.0016919560494018638,-0.030919187997258547,0.04083796141599925,-0.030556916837150686,0.023668281607835562,0.055033941762867335,-0.016983909271644036,0.04601350972788184,0.03221786526943161,0.02063952533694182,0.06088282905821525,0.05123573790288538,0.041994092482836726,-0.07637179270558149,-0.08780062064122678
