,s0,s1,s2,s5,s6,s8,s9
11917,0.03485556699798865,0.012441742488616318,-0.03168017597007379,0.005020061609373877,0.09227943280928501,0.04732837226918176,0.12695763980575162
11918,0.009540951475256087,0.016003869396492405,-0.030493555579265336,0.0030914198648498716,0.08300614026856126,0.04609832537265521,-0.058315180954439334
11923,0.03459654570564259,0.013809841241911184,0.038740907783203396,-0.001259885028039992,0.09053895608519653,0.09707508624683686,-0.007649597589706556
11935,-0.010380194350367317,-0.0038701807368492374,0.03427438326644958,0.022193651529856882,0.09000394144578826,0.09572229307017577,0.12844116642824582
18918,0.03190119836279521,0.010425745425246815,0.0382251703491371,-0.003814846669808781,0.0827903753492195,0.092255052039565,-0.005520414651004527
18919,0.044039212163711455,0.01788077990697149,-0.02694953523267665,-0.022830573380029164,0.08840699218562484,0.04616560837179947,0.12947996576982138
18923,0.033255121785441134,0.014179032903586637,0.03843756236566522,-0.021497155082116606,0.09009140634135294,0.09372335932905561,0.1288253377769183
18958,-0.012184989621739663,-0.003097312597970054,-0.03198312853844164,-0.02466729467590911,0.08746716237271505,0.04824240888844837,0.1243625619231903
20951,0.013127931245601193,0.011703070460330074,-0.03444969553027624,0.004372762707765178,0.08617804081689413,0.04635832046101875,-0.06092816523137998
20985,-0.009936865173920548,-0.010523410955109702,0.036690724034556525,0.015676646783961832,0.08960114854219772,0.09654121180265328,0.1264400059141471
35867,0.021229954340781784,0.014561290537417771,-0.02894289120737595,0.022695970555852797,0.08773953273906702,0.050816982994836175,-0.009346996700580205
35906,-0.00749817931223033,-0.010941396421614041,-0.025483741664849863,-0.026767941740909306,0.0843559668264905,-0.09708546540333869,0.132108193440534
35911,0.0338172221785051,-0.0064968825912878414,-0.02713643984482705,0.0226269432457314,0.08695366388056754,-0.04638264667144243,0.13304565870999568
35919,0.035838734075550605,-0.012880204834615315,-0.028227075244304227,0.0058060977459451005,0.09021201382980304,-0.050712075690443656,-0.06428496888102447
45782,-0.010767963868768621,-0.010431567287083856,0.03774866638179742,0.007244092028624838,0.09093794520956042,0.04894064239279319,0.12984147211690428
46809,0.016956810415777828,0.015406647633898657,-0.024799355617045517,0.0059224993807950165,-0.09866870652569401,0.049054695637904,-0.0073004524808424
271817,-0.009873247300607414,0.015165784659531206,0.03922515947777136,-0.03161390431298975,0.08794036704953187,0.09426033906743495,0.12131961064035514
272818,-0.008986307350563069,0.013686428888385145,0.03368777931133933,-0.01952551699441906,0.08180382337352503,0.09778058932005348,0.12896788490756858
307641,0.03933293540322333,0.0012888121204832957,-0.023349885310759703,0.01284193551883722,0.08525253951925671,-0.05013734407000211,-0.0035363641410854655
308756,-0.0047360334634990705,-0.006516434585306108,0.042801061304624924,0.0032671880286399275,0.08333828305334344,0.09025063083721725,0.1276251609112771
309757,0.03546034071507868,0.011665548621513531,0.04108487319930181,0.0031845109756342433,0.08497437787597699,0.09940292031321213,0.1251000085991193
310719,0.016837034139382753,0.01509987068057672,0.04124221922770834,0.01920601991478185,0.08642894768248124,0.09310056708857145,0.12901756397184272
316611,-0.0051109016575613285,0.015153951349518198,0.04183806969019917,-0.022394051644646983,0.08421450688424996,0.09557504385678668,0.12821112987980485
317394,0.03344165469871922,-0.01527507577484319,0.016908507013337074,0.004322864075367838,0.08630066982407321,0.09288883089859436,0.12814786029836037
317615,0.03578765487329177,-0.007564543275473252,0.04162371399664645,-0.027128281400996754,0.08575499129765796,0.09570526717612718,0.12968643989918724
318513,-0.011068053461564144,-0.002400490478497846,0.03798812776221124,0.02331196657848996,0.0938689237979771,0.09879378585769484,0.12611783837467283
318558,0.040506939744209,0.016155071529533892,0.03992442683124053,-0.030071725478893318,0.08422360851243922,0.0934106539788519,0.13088966490370416
340538,0.03955912674037074,0.000254742131918236,-0.022473123381531495,0.002102833082815398,0.08473948469193558,-0.050062174211569416,-0.06736018012346794
385204,0.017756030343841385,0.007126128707068321,-0.027153430986419227,0.002943515294880605,0.08408798570937866,0.09563903336176799,-0.0577808394925271
385205,0.0370611962175602,0.010561212514959254,0.036573949401793523,0.007139478819649148,0.0875836504079821,0.08897885451235163,0.12749567319297161
385346,0.01888292700001929,-0.007906404343244968,-0.02661299545551216,0.02309017035626335,-0.09708527962707882,-0.04821682852137916,-0.050662263248713986
385508,-0.011837003095996855,0.012648051156895884,0.012551423226916289,0.018682337441853412,-0.10029592225653587,0.04646347398651452,-0.05960636569851925
385527,0.04136909891450543,-0.00039719748757948895,-0.02803348759553494,0.007841044251672766,-0.07526354972966681,-0.04900981171939797,-0.0663622752097497
385564,-0.013448534768133688,0.0049874518047016035,0.01470690689752472,0.023731761149660285,-0.09202958295625516,0.05184000332314683,-0.061636858498821154
390947,-0.007629770449460588,0.012194168356544358,0.0154770593833325,0.023925987168327646,0.0895875559422714,0.049058028979585985,-0.010670338007007917
392256,-0.009801761509727277,-0.00047172539547342814,0.03621692287949486,0.020746745429675577,0.08406457361733792,0.09456264379749961,0.12542230616574493
429198,-0.005162632856238804,-0.014287289929568629,0.04002608656598308,0.018926621579726063,0.08619324478705549,-0.09667515001401647,0.13563104184275093
430125,-0.046369468165279044,0.014310063282968083,0.018100170325785113,-0.02338997769833913,0.08755632842484028,-0.09343018870944617,0.12982895196650132
432034,0.021832343891139954,-0.00881583285969419,0.019040111799965093,0.02199270740934821,0.08533421515577443,0.09285762160148203,0.12547862331318668
434986,-0.00895623411188344,-0.004597523826681205,0.01575139854915674,0.007939092398062342,0.08227575930119055,0.09585653483180755,0.128616145396514
435209,-0.008835620210989272,-0.006966294549791975,0.041131623609125346,0.00454551752355256,0.08390982820269104,0.09282912453650095,0.1297118567871021
438222,0.01570065043670843,0.0027493143014858143,-0.026609435866188046,-0.02807072913753141,0.08755485060153066,-0.09567015446246098,0.1264274564191179
438253,-0.010546110884362513,-0.012259681525966808,0.039615264098837165,0.004825433950649814,0.08199941583602705,0.09726244190344868,0.13043603508302082
446138,0.019750351404607746,-0.018566155808448243,-0.023217417667909385,0.007950554141717739,0.09018096475733489,0.09368042125150998,-0.013618794410658133
