metric_1,metric_2,spearman_corr,p_value,n,abs_corr,significant_0.05
Complexity,MonotonicityCorrelation,0.07260326832875424,0.09010503786798593,546,0.07260326832875424,False
FaithfulnessEstimate,RelativeInputStability,-0.07205316946046733,0.25350170716401393,253,0.07205316946046733,False
MonotonicityMetric,Sparseness,-0.06105473800110531,0.15424276868501513,546,0.06105473800110531,False
FaithfulnessEstimate,RelativeOutputStability,-0.05629505568085934,0.3744686229159922,251,0.05629505568085934,False
FaithfulnessEstimate,MonotonicityCorrelation,-0.056041133476476754,0.19103624583477427,546,0.056041133476476754,False
Faithfulness,Sufficiency,0.054505546313635064,0.20350169407389265,546,0.054505546313635064,False
Consistency,FaithfulnessEstimate,0.05394038497499281,0.2082350531799031,546,0.05394038497499281,False
AvgSensitivity,Faithfulness,0.048877097742257916,0.25422057476535403,546,0.048877097742257916,False
LocalLipschitzEstimate,MonotonicityMetric,0.04763609055932441,0.2664928509653589,546,0.04763609055932441,False
MonotonicityCorrelation,MonotonicityMetric,-0.04739343296014083,0.26893921923806696,546,0.04739343296014083,False
FaithfulnessEstimate,NonSensitivity,-0.04421869758329927,0.30236309425100766,546,0.04421869758329927,False
MonotonicityMetric,RelativeOutputStability,0.04199639123305837,0.507766713490145,251,0.04199639123305837,False
LocalLipschitzEstimate,NonSensitivity,-0.03939910631526613,0.3581626466983173,546,0.03939910631526613,False
AvgSensitivity,RelativeInputStability,-0.038780231522443094,0.5392062038844346,253,0.038780231522443094,False
Faithfulness,MonotonicityCorrelation,-0.0384248600964546,0.3701816023665881,546,0.0384248600964546,False
MonotonicityCorrelation,NonSensitivity,0.03193053576129123,0.4565199948188419,546,0.03193053576129123,False
FaithfulnessEstimate,LocalLipschitzEstimate,0.030643877850317573,0.47487395294591417,546,0.030643877850317573,False
MaxSensitivity,MonotonicityMetric,0.025922328887133392,0.5455569996025756,546,0.025922328887133392,False
MaxSensitivity,RelativeInputStability,0.023668731131928668,0.7079115453215159,253,0.023668731131928668,False
FaithfulnessEstimate,MonotonicityMetric,0.023482590240474843,0.5840165359670321,546,0.023482590240474843,False
MonotonicityCorrelation,Sparseness,0.020590450044943934,0.6311719722804144,546,0.020590450044943934,False
Complexity,MonotonicityMetric,-0.01860309199833878,0.6644822532897194,546,0.01860309199833878,False
Complexity,LocalLipschitzEstimate,-0.011646260015985031,0.7859914788047072,546,0.011646260015985031,False
MonotonicityMetric,RelativeInputStability,-0.005999625035152589,0.9243480558094099,253,0.005999625035152589,False
MonotonicityCorrelation,Sufficiency,0.002670962515957119,0.9503490097165712,546,0.002670962515957119,False
AvgSensitivity,MonotonicityMetric,0.0020127925588446934,0.9625734297958065,546,0.0020127925588446934,False
MonotonicityMetric,NonSensitivity,-0.0002521450509403751,0.9953098375893115,546,0.0002521450509403751,False
