,mean,std,min,max,range,missing,missing_pct,n_unique
RelativeOutputStability,4122537.9687022385,32488188.784076378,10.07660708424252,364821418.7245308,364821408.6479237,295,54.02930402930403,251
RelativeInputStability,513.0688181548322,6910.825450224877,1.3789059011836865e-05,108355.94547696887,108355.94546317981,293,53.663003663003664,253
LocalLipschitzEstimate,5.166944166569729,3.424015290194724,0.8790080109801778,19.13629557349906,18.25728756251888,0,0.0,546
NonSensitivity,3.2783882783882783,2.536227416396027,0.0,10.0,10.0,0,0.0,11
MaxSensitivity,2.146146595149697,1.7969899599217511,0.0619647877722219,13.035312653863611,12.97334786609139,0,0.0,545
AvgSensitivity,1.068600553169747,0.8092643672541318,0.0327538347060871,5.641229633112726,5.608475798406639,0,0.0,546
Faithfulness,-0.05508907238964788,0.47748896019119463,-0.9964555696797056,0.9937259275849762,1.9901814972646819,0,0.0,534
Complexity,1.7635338368403377,0.44202037635395247,0.4559649041720763,2.598567512792556,2.14260260862048,0,0.0,533
Sufficiency,0.5797989752799539,0.43949761281567623,0.0,1.0,1.0,0,0.0,137
FaithfulnessEstimate,0.016804221045182297,0.4040520202309362,-0.9860772231705184,0.924954099479654,1.9110313226501723,0,0.0,536
MonotonicityCorrelation,0.15909199332221732,0.33060644350229035,-0.8571428571428573,0.8928571428571429,1.7500000000000002,0,0.0,298
Consistency,0.8117865615869337,0.24922335123783426,0.0731707317055324,0.999999999875,0.9268292681694676,0,0.0,12
Sparseness,0.5308005328050553,0.15352132484960906,0.1793789925766154,0.8470857821370722,0.6677067895604568,0,0.0,533
