observation,s0,s1,s2,s5,s6,s8,s9
10900,-0.003711644405154352,0.006832947257907218,-0.01104345247282333,0.0017061540409497888,0.00033556125554412466,-0.0014858929448257493,0.028034440646166416
17909,-0.004999127071614599,-0.003068142149032716,-0.012790945397028257,0.0011451529649041405,0.010817204599283712,-0.0015865442824331511,0.027644942066750985
17945,-0.002677220698318015,-0.004184415634497416,0.02213908167092159,0.0025100415712437686,0.012942625224406668,-0.0023339235710555586,0.02718163026297271
18888,0.007977721284268326,-0.005233275950212281,0.02084176472163413,0.0004850782702030805,0.0014787693045441607,0.004513276781939665,0.02509016537137044
18892,0.009047671855569596,-0.006213531711466891,0.024759848313571902,0.002507801224269069,0.001728668305941788,0.006270964044056368,0.028844293569322173
21989,0.010954379026476509,-0.006316960589927374,0.02310305434507453,0.002363711022833913,0.0002740712709198606,0.007280523819495342,0.02673312070686464
32893,0.011458890205006947,-0.003042583912363935,0.023306190353977078,-0.002917340496787452,0.0010539943278592625,0.005124453421095902,0.0270980320150297
34978,-0.002155240953576026,-0.004329836655581763,0.023927907810500238,0.002551944598179898,0.013327282678845465,0.006979538294588765,0.028285185246953302
45718,0.001978031288766217,0.0074094925318256575,0.000682713817739894,0.00036702351502131456,0.012425677634183962,0.0009514348272010083,0.027745651973574544
88090,-0.004379163443345039,-0.0037648941359404893,-0.012081895394895716,0.002385733169057876,0.002193640124715576,-0.0020260925808287113,0.025385819797818673
103735,0.00939011764886295,0.0011487796218391632,0.024613813616722702,-0.0017486333836614564,0.014969915228487223,0.005047668387386739,0.028877681788803015
184627,-0.0014944522897278626,-0.0050600490862858834,0.026249406014840385,0.00227820542546174,0.015313306160993637,0.008097620522482658,0.03068019070636788
187612,0.010224659864622074,-0.002181742001762951,0.02065287465025057,0.0008327090915239823,-0.0004450437158550881,0.0072434684421111215,0.027645835948875614
187667,-0.0023378059092122243,-0.002965626270347362,0.02491156277325434,0.004442778074938318,0.014140125342187808,0.007016752855255513,0.02826692714646191
222142,0.011712554691339515,0.00051005350928655,0.02190791952001482,0.0016205180360036866,0.0013673068037216634,0.007494389104077125,0.025908410145569587
223191,0.01172643212453593,-0.006280499400826845,0.02102759627580975,-0.0014961237898291804,0.0017493942972513624,-0.0030875023439326417,0.025939017404827725
261187,-0.004014773937521994,-0.0038124158941417346,0.022126650950985136,0.001944309610330854,0.015979585715790265,0.007624126251982392,0.027665741495828778
272625,0.0012085445636308317,-0.004436225763883461,0.021760197167756488,-0.0011514563078397543,0.004304130041933599,0.004590984625631101,-0.008802759549796278
272819,-0.003853837611783888,0.0008816789403497193,0.0227383909772949,0.0010096933412091316,0.013265548541491654,-0.0010248845707906179,0.028146436746664408
273807,-0.0035149922958644664,0.002103192112094043,-0.010725601472611089,-0.0007022575928119778,0.004204558168109536,-0.002754800672249613,-0.009811890763118636
309753,0.01145431532119238,0.001043147193756434,0.022031989986585652,0.0002768050629072191,0.0009856844295378225,-0.0010695915522006584,0.02696526016974454
383271,0.010910684111054584,-0.0023987282564592633,0.023019314498362493,1.6906149683401477e-05,0.0018905055423789102,0.0056952754755192955,0.02498426863546802
392252,0.010392771607689163,-0.0038059970215479793,0.022041605111158786,0.0040822005573934094,-0.0002537184553029552,0.006448164214274701,0.029307183726712066
428251,-0.005068077774720911,0.008363367036472722,0.023343534268314415,-0.0015726497832930576,0.012990215922715872,-0.001453496819784443,-0.007617005341506041
429540,-0.0077499563099344615,-0.00537733935111957,-0.010800064994545836,-0.002314636752766256,-0.00891965376846366,0.000339288151580996,0.028319127891617706
438249,-0.0027914176588774565,-0.0014922889432795316,0.024508293694733112,0.002828836348563586,0.011774333991853689,0.007138773497578112,0.027627179313233333
462539,-0.004518856768046566,-0.0033820088490762136,-0.01277904766183439,0.0018148181824861334,-0.008224020265673267,-0.0017995196846911374,-0.010512585704935943
474883,-0.0063056273028699586,0.006645305832266577,0.02113012851377956,0.0009510493218130717,0.0008449084310426985,0.007329574248952177,0.027655584994806887
475649,-0.00041147585397803977,0.0005513490080772199,0.021754252974948346,0.0011185178399814415,-0.00755244010315001,0.007392789422823842,-0.0063975536107801455
477058,-0.004172097406967175,-0.0039266445384260485,0.022942498206610665,0.0011934608721715233,0.0023239891097891663,-0.0010350508077253864,-0.01026233410830597
499513,-0.0032604423461237114,-0.001157058519374919,-0.013469702303962735,0.0009780249086359478,-0.008146839867232632,-0.0015540035158869141,-0.009682603548904049
556888,0.010917504309265616,0.00024161604022347144,0.022401361700239285,-0.0010362120449787036,0.00151397231334164,-0.001479615732556888,0.026995363301089287
559892,-0.00465354138712467,0.007610966808715389,0.02387184577486094,-0.0007855654916456044,-0.0005171358257295822,0.006517733492463312,0.026667590518705268
590838,-0.0027918485439124715,-0.0038960306861916495,-0.01107551138110451,0.0036596683178406674,0.01089753855294761,8.798511277586568e-05,-0.010040158251155772
590906,-0.00031405516740124856,0.010548102864833611,0.021684090721706174,0.0020382277142882168,0.00017486915167370232,-0.0012321272385326578,0.028342995340838204
623832,-0.0043589912213313434,-0.005270062342106059,-0.015134643208402262,0.000719496836154751,0.012150572870501869,0.004617808218492371,-0.010704318441753374
643973,0.010491395469362636,0.009771078792553477,0.002078916738454092,-0.001774631122945218,-0.007498456026513398,-0.003039976866672941,-0.008644872897242849
645783,-0.004928675536998698,0.007602523935719946,-0.012577981624123397,-0.0009581614378244364,0.010822887880327611,-0.0003955779877447096,-0.009943732787350253
741647,-0.0035256753355603207,0.0008303440506056075,0.0017978880629451793,0.00012128905004250082,0.01321454591934461,0.005523874977341861,-0.009771496090997863
777453,0.0112115824237445,-0.005176023084178575,0.020970567428826893,-0.00034737453374829373,0.0006758462703696894,-0.0021377028197594196,0.02649765851872884
