observation,PS1,PS3,PS4,PS5,EPS1,VS1
9,0.5015056357473453,0.7283265962877173,0.7244102227547131,0.10793502460366311,0.6580022199853822,1.0795175876253342
5,0.5015056357473444,0.36282416101246173,0.7244102227547133,1.8046590651096583,0.658002219985384,1.0795175876253311
249,0.1728746826191927,0.6865790910349159,0.7244102227547118,0.22528003678017247,0.2935664401937344,0.4873735485640134
252,0.1728746826191927,0.6865790910349159,0.7244102227547118,0.22528003678017247,0.2935664401937344,0.4873735485640134
255,0.1728746826191927,0.6865790910349159,0.7244102227547118,0.22528003678017247,0.2935664401937344,0.4873735485640134
685,1.491082134492314,1.4642147132658905,0.7244102227547139,0.22528003678017267,1.2254510038626147,1.0673664584290583
403,0.17287468261919403,0.6865790910349152,0.7244102227547122,0.22528003678017358,0.4453529671928086,0.48737354856401127
420,0.17287468261918937,0.6865790910349175,0.7244102227547123,0.22528003678017586,0.44535296719280715,0.31226834025244954
