metric,factor,H,p_value,significant_0.05
Monotonicity,model_name,1259.000000000001,4.8698489191574335e-270,True
Consistency,model_name,682.7552377563737,2.6284947566719093e-145,True
NonSensitivity,model_name,629.5713492392886,8.237067013027646e-134,True
LocalLipschitzEstimate,xai_method,429.0030590486258,6.968982401004597e-94,True
Sufficiency,model_name,385.0603319114965,4.917025608388126e-81,True
Complexity,xai_method,347.1513490517821,4.140400580189919e-76,True
Sparseness,xai_method,323.9602962058372,4.496923515090159e-71,True
RelativeOutputStability,model_name,161.8550513829689,3.982491732164143e-33,True
AvgSensitivity,xai_method,131.53464924537138,2.739137457043458e-29,True
LocalLipschitzEstimate,model_name,133.22267465802088,4.9259762013224815e-27,True
MonotonicityCorrelation,model_name,119.46411109548538,4.075984941739292e-24,True
MaxSensitivity,xai_method,95.24544329177661,2.07833128934081e-21,True
Faithfulness,model_name,98.96605085240738,8.728516984663006e-20,True
Sparseness,model_name,96.94704753580191,2.323834928359192e-19,True
Sufficiency,xai_method,84.79728613685627,3.8592532200781806e-19,True
Complexity,model_name,89.03866525777823,1.0696339246581231e-17,True
Faithfulness,xai_method,50.15115265689459,1.2877025923868657e-11,True
MaxSensitivity,model_name,46.803319037368965,6.230905666661976e-09,True
AvgSensitivity,model_name,38.12695959906523,3.558011003805359e-07,True
RelativeInputStability,model_name,34.197696315100984,2.1746697241993886e-06,True
MonotonicityMetric,model_name,24.5735049833894,0.000168393069054944,True
NonSensitivity,xai_method,14.288422343796663,0.0007894207005790952,True
RelativeInputStability,xai_method,12.945252594237672,0.0015451623440172163,True
RelativeOutputStability,xai_method,4.589356018333092,0.10079384273723757,False
MonotonicityCorrelation,xai_method,3.470629440844776,0.17634469227600694,False
FaithfulnessEstimate,model_name,7.45686422509163,0.18881867274013117,False
MonotonicityMetric,xai_method,2.9503144280968656,0.22874276264247712,False
FaithfulnessEstimate,xai_method,2.6528745037771477,0.2654212076861649,False
Consistency,xai_method,0.0,1.0,False
Monotonicity,xai_method,0.0,1.0,False
