,mean,std,min,max,range,missing,missing_pct,n_unique
RelativeOutputStability,2248643.008166908,48804036.80092315,0.9010075923292808,1125648288.5109313,1125648287.6099236,728,57.77777777777777,532
RelativeInputStability,297.9641151193852,4790.199776509424,0.0041356921590804,108355.94547696887,108355.94134127672,730,57.936507936507944,530
MaxSensitivity,2.6926658320025103,4.705590395490337,0.2095963947857095,95.1587657839854,94.9491693891997,0,0.0,1260
LocalLipschitzEstimate,5.8968631491509464,3.7934742038332376,0.3872732884518877,24.58142806377036,24.194154775318474,0,0.0,1260
AvgSensitivity,1.219245660931822,1.9300371773892175,0.0727318428870669,40.06988973304976,39.9971578901627,0,0.0,1260
NonSensitivity,0.9452380952380952,0.6458896915902009,0.0,7.0,7.0,0,0.0,6
Faithfulness,-0.08142349028321275,0.5462246130154187,-0.9882872414725572,0.9761954456276188,1.9644826871001762,0,0.0,1259
FaithfulnessEstimate,-0.029001985470632118,0.5076740337911695,-0.957782789102463,0.9864456493287784,1.9442284384312414,0,0.0,1259
MonotonicityCorrelation,0.2242133857014506,0.4161658673436096,-1.0,1.0,2.0,0,0.0,110
Sufficiency,0.7550985748554339,0.32840373259148625,0.0,1.0,1.0,0,0.0,308
Consistency,0.7703250188729971,0.2573751178986676,0.0634920634910556,0.9999999998,0.9365079363089444,0,0.0,9
Complexity,1.5778822597107909,0.19896373240620524,0.7721312518736995,1.933620282586005,1.1614890307123056,0,0.0,1259
Sparseness,0.4294856625066278,0.12564976149156754,0.0859671542451644,0.7440937041971775,0.658126549952013,0,0.0,1259
