,signal__required_value__fan_exahust_air,signal__required_value__heater_valve,air_temperature__required_value__exahust_air_inlet,air_temperature__max__supply_air_outlet,water_temperature__real_value__heater_behind,air_temperature__real_value__exahust_air_inlet,air_temperature__min__supply_air_outlet,air_temperature__real_value__supply_air_outlet,water_temperature__real_value__chiller_behind,signal__required_value__heat_recovery_bypass,water_temperature__real_value__heater_before,logic__real_value__fan_exahust_air,logic__required_value__heater,logic__required_value__chiller_pump,logic__required_value__heater_pump,logic__required_value__chiller,signal__required_value__chiller_valve
10163,0.05730269834341911,0.1137798036593839,-0.001748352307499923,0.03327355107026275,0.01671988858893403,-0.006029301000852971,0.03258017436293936,-2.9268802843707142e-05,0.0012967197576174705,0.05331244849834771,0.01524065830975474,0.026218583894984993,0.0771719684455161,-0.011504205765910935,0.05499702583001903,-0.007080336317697777,-0.007046530362188275
10164,0.05730269834341911,0.1137798036593839,-0.001748352307499923,0.03327355107026275,0.01671988858893403,-0.006029301000852971,0.03258017436293936,-2.9268802843707142e-05,0.0012967197576174705,0.05331244849834771,0.01524065830975474,0.026218583894984993,0.0771719684455161,-0.011504205765910935,0.05499702583001903,-0.007080336317697777,-0.007046530362188275
10165,0.05730269834341911,0.1137798036593839,-0.001748352307499923,0.03327355107026275,-0.012464740650270922,-0.006029301000852971,0.03258017436293936,-2.9268802843707142e-05,0.0012967665752486868,0.05331244849834771,0.015240773616195136,0.026218583894984993,0.0771719684455161,-0.011504205765911046,0.05499702583001903,-0.007080336317697777,-0.007046530362188386
10172,0.05730269834341911,0.1137798036593839,-0.001748352307499923,0.03327355107026275,-0.012464740650270922,-0.006029301000852971,0.03258017436293936,-2.9268802843707142e-05,0.0012967665752486868,0.05331244849834771,0.015240773616195136,0.026218583894984993,0.0771719684455161,-0.011504205765911046,0.05499702583001903,-0.007080336317697777,-0.007046530362188386
10174,0.05730269834341917,-0.006695858068172189,-0.001748352307499923,0.0332735510702627,0.016719726464862417,-0.006029301000853082,0.03258041144094331,-2.9268802843818165e-05,0.0012967197576175815,0.053312099482294206,0.015239695907153017,0.026218583894984993,0.07717200770606214,-0.01150420576591088,0.05499822303419588,-0.007080336317697888,-0.007046530362188386
10175,0.05730269834341917,-0.006695858068172189,-0.001748352307500034,0.0332735510702627,-0.012464740650270867,-0.00602930100085286,0.03258041144094331,-2.9268802843818165e-05,0.0012967197576174705,0.053312099482294206,0.015239695907153017,0.026218583894984993,0.07717200770606214,-0.01150420576591099,0.05499822303419588,-0.007080336317697722,-0.007046530362188386
10177,0.05730269834341917,-0.006695858068172189,-0.001748352307499923,0.0332735510702627,0.016719726464862417,-0.006029301000853082,0.03258041144094331,-2.9268802843818165e-05,0.0012967197576175815,0.053312099482294206,0.015239695907153017,0.026218583894984993,0.07717200770606214,-0.01150420576591088,0.05499822303419588,-0.007080336317697888,-0.007046530362188386
10184,0.05730269834341911,0.1137798036593839,-0.001748352307499923,0.03327355107026275,-0.012464740650270922,-0.006029301000852971,0.03258017436293936,-2.9268802843707142e-05,0.0012967665752486868,0.05331244849834771,0.015240773616195136,0.026218583894984993,0.0771719684455161,-0.011504205765911046,0.05499702583001903,-0.007080336317697777,-0.007046530362188386
10185,0.05730269834341917,-0.006695858068172189,-0.001748352307499923,0.0332735510702627,0.016719726464862417,-0.006029301000853082,0.03258041144094331,-2.9268802843818165e-05,0.0012967197576175815,0.053312099482294206,0.015239695907153017,0.026218583894984993,0.07717200770606214,-0.01150420576591088,0.05499822303419588,-0.007080336317697888,-0.007046530362188386
10188,0.05730269834341917,-0.006695858068172189,-0.001748352307500034,0.0332735510702627,-0.012464740650270867,-0.00602930100085286,0.03258041144094331,-2.9268802843818165e-05,0.0012967197576174705,0.053312099482294206,0.015239695907153017,0.026218583894984993,0.07717200770606214,-0.01150420576591099,0.05499822303419588,-0.007080336317697722,-0.007046530362188386
10189,0.05730269834341917,-0.006695858068172189,-0.001748352307500034,0.0332735510702627,-0.012464740650270867,-0.00602930100085286,0.03258041144094331,-2.9268802843818165e-05,0.0012967197576174705,0.053312099482294206,0.015239695907153017,0.026218583894984993,0.07717200770606214,-0.01150420576591099,0.05499822303419588,-0.007080336317697722,-0.007046530362188386
10191,0.05730269834341917,-0.006695858068172189,-0.001748352307499923,0.0332735510702627,0.016719726464862417,-0.006029301000853082,0.03258041144094331,-2.9268802843818165e-05,0.0012967197576175815,0.053312099482294206,0.015239695907153017,0.026218583894984993,0.07717200770606214,-0.01150420576591088,0.05499822303419588,-0.007080336317697888,-0.007046530362188386
10197,0.05730269834341917,-0.006695858068172245,-0.001748352307499923,0.0332735510702627,-0.012464740650270811,-0.006029301000853027,0.03258041144094331,-2.9268802843818165e-05,0.0012967197576173595,0.053312099482294206,-0.017763444924417282,0.026218583894984993,0.07717200770606214,-0.011504205765910935,0.05499822303419588,-0.007080336317697833,-0.007046530362188275
43465,0.07621741754662964,-0.006695328771751496,0.010872526902676927,0.03327341542694845,-0.012464740650270867,-0.006028406994015412,0.032580149638843536,-2.9268802843762654e-05,0.0012970283628792045,-0.010639803950049043,-0.01776344492441717,0.026218583894984826,-0.007088037367633304,0.05942579321981206,-0.009229038159712488,0.0937858920393394,-0.007046530362188275
60722,-0.018194088635230088,-0.0066958580681723,0.03931670916358376,0.009292762617160666,0.016719946760222704,0.11087218727434145,0.006966576055257079,-2.9268802843929187e-05,0.043384733326252645,-0.010639803950049098,0.015239695907153072,-0.009710059749811095,-0.007088037367633304,-0.01150420576591088,-0.009229038159712488,-0.007080336317697888,-0.007046530362188219
62404,-0.018194088635230032,-0.0066958580681723,0.039316706951256775,0.009292762617160555,0.016719948972549692,-0.006029301000852916,0.006966576055256912,-2.9268802843818165e-05,0.0433847333262527,-0.010639803950048987,0.015239695907153128,-0.009710059749811206,-0.007088037367633304,-0.011504205765910935,0.05499822303419594,-0.007080336317697888,-0.007046530362188275
64473,-0.018194088635229977,0.11398880752692986,0.03931549277810398,0.00929287850505689,-0.012464740650270811,-0.006029301000852971,0.006966575337223446,-2.9268802843818165e-05,0.001296720475650881,0.053312633040571544,0.01524193370365079,0.026218583894984993,0.0771719672633207,-0.011504205765910935,0.05499681291510611,-0.007080336317697777,-0.007046530362188386
64744,-0.018194088635229977,0.11398880752692986,0.03931549277810398,0.00929287850505689,-0.012464740650270811,-0.006029301000852971,0.006966575337223446,-2.9268802843818165e-05,0.001296720475650881,0.053312633040571544,0.01524193370365079,0.026218583894984993,0.0771719672633207,-0.011504205765910935,0.05499681291510611,-0.007080336317697777,-0.007046530362188386
64791,-0.018194088635230088,0.11398880752692986,0.03931549277810409,0.00929287850505689,-0.012464740650270811,-0.006029204341653882,0.006966478678024579,-2.9268802843818165e-05,0.00129672047565077,0.053312754654799566,0.01524193370365079,0.026218583894984993,0.0771719672633207,0.05942623863690388,0.05499681291510611,-0.007080336317697777,-0.007046530362188275
64793,-0.018194088635229977,0.11398880752692986,0.03931549277810409,0.00929287850505689,-0.012464740650270922,-0.006029204341654104,0.006966478678024579,-2.9268802843707142e-05,-0.010946519375202302,0.053312754654799566,0.01524193370365079,0.026218583894984993,0.0771719672633207,0.05942623863690388,0.05499681291510611,-0.007080336317697777,-0.007046529644154864
64795,-0.018194088635230088,0.11398880752692986,0.03931549277810409,0.00929287850505689,-0.012464740650270811,-0.006029204341653882,0.006966478678024579,-2.9268802843818165e-05,0.00129672047565077,0.053312754654799566,0.01524193370365079,0.026218583894984993,0.0771719672633207,0.05942623863690388,0.05499681291510611,-0.007080336317697777,-0.007046530362188275
77140,-0.018194088635230032,-0.0066958580681723,0.039316706951256775,0.00929276261716061,0.016720011119113587,-0.006029301000852971,0.006966576055256968,-2.9268802843818165e-05,0.04338473332625273,-0.010639803950049043,0.026226711234039662,-0.00971005974981115,-0.00708803736763336,-0.01150420576591088,-0.009229038159712433,-0.007080336317697833,-0.007046530362188275
77146,-0.018194088635230032,-0.0066958580681723,0.039316706951256775,0.00929276261716061,0.016720011119113587,-0.006029301000852971,0.006966576055256968,-2.9268802843818165e-05,0.04338473332625273,-0.010639803950049043,0.026226711234039662,-0.00971005974981115,-0.00708803736763336,-0.01150420576591088,-0.009229038159712433,-0.007080336317697833,-0.007046530362188275
77154,-0.018194088635230032,-0.0066958580681723,0.039316706951256775,0.00929276261716061,0.016720011119113587,-0.006029301000852971,0.006966576055256968,-2.9268802843818165e-05,0.04338473332625273,-0.010639803950049043,0.026226711234039662,-0.00971005974981115,-0.00708803736763336,-0.01150420576591088,-0.009229038159712433,-0.007080336317697833,-0.007046530362188275
98666,0.07727184799332609,-0.0066956747215988766,-0.0017483523074999785,0.009292940370097313,-0.012464740650270811,-0.006028637554833072,0.006966459133528002,-2.9268802843873676e-05,-0.010946519375202302,-0.010639803950049154,-0.017763444924417282,0.026218583894985048,-0.007088037367633304,0.05942578129132603,-0.009229038159712488,0.0937858920393394,-0.00704653036218833
98980,0.0772698268959166,-0.0066958580681723,-0.001748352307499923,0.00930261169678559,0.01681967054506861,-0.006025818712698472,0.006969564646879478,-2.9268802843929187e-05,-0.010946519375202302,0.053308493499909626,-0.017763444924417393,0.026218583894984993,-0.007088037367633415,0.059318452859636495,-0.009229038159712433,0.09378349113501594,0.12903449441339354
