,s0,s1,s2,s5,s6,s8,s9
11917,-0.024815244741858866,-0.004853881868224773,-0.12334951536027709,0.04128612453059867,0.13198208580785148,-0.06345098112180589,-0.20837212997765972
11918,-0.12434121687860858,0.008921645778581278,-0.12294575099588217,-0.04044212526434302,0.12619442479262344,-0.05526507752287824,0.006487796081299326
11923,-0.04096121817155251,0.005502301451193155,-0.24670221758760635,-0.020603893299137758,0.1456678550494508,-0.07295531846921459,0.14101869591110217
11935,0.21111144361362685,-0.028523147922103986,-0.23097577923239512,-0.04900782734333407,0.12085722896784279,-0.10264072362525621,-0.2275653915751561
18919,-0.05557401431881125,-0.00234837953472017,-0.11077667590125036,0.05499088466808956,0.1353339948340935,-0.0694798475236073,-0.20086195903906282
18920,-0.023805708983719934,0.003023397423571828,-0.23167361137714354,0.03769538293774529,0.09756089531224968,-0.08568286353524329,-0.2256118670319705
18923,-0.028020640168058438,0.017475787231749397,-0.25545841281244885,0.04062676297929696,0.10795915176997958,-0.08539072814667781,-0.2195731080218965
18958,0.2125939803997847,-0.0855781559744956,-0.10271257677490933,0.03872628409124715,0.11348213822855184,-0.041407108175222376,-0.21859113676969205
20951,-0.15984012562938785,0.008549410434599466,-0.11934343411206864,-0.027805345449491637,0.10798624765738396,-0.05091804980067131,0.009197832510032802
20985,0.2256681842878368,0.10734309081830903,-0.2377612873605805,-0.022980155386568304,0.10811859526880169,-0.07072960056071678,-0.2234632516260458
35865,-0.15728645147585188,0.0070208278618008385,-0.13915640476758084,0.04503409821147366,0.13284175580142585,0.038035092551741305,-0.0030720704259478058
35906,0.22037556046536272,0.10616910295616985,-0.11967626032049151,0.019350536993713148,0.12923225905317745,0.10645655866431872,-0.2124824474744631
35911,-0.023316146354798208,-0.027498809975977943,0.07159976462192177,-0.041319642606960756,0.1123109323964983,0.04683178401914462,-0.23871504627915965
35919,-0.026833825903330406,0.11913193381775311,-0.09982835898279051,0.024950962593214165,0.13019554527030447,0.045055700889001196,0.01268633997339073
45782,0.21973036530426046,0.10274400030704585,-0.23445427111367126,0.028297133379880015,0.10181338402858191,-0.05557917785761861,-0.20518519280483577
46809,-0.14329300153637214,-0.005796381614768537,-0.12047647317258943,0.03676723381720573,-0.08055814122038109,-0.060305799284868164,0.14790702459470204
271817,0.22205973664369494,0.006487486523433353,-0.2271953568910009,0.036759820579392546,0.05711991111377339,-0.06356153061384962,-0.20427109958504827
272820,0.22052250041789834,-0.030347275769327928,-0.23102901010161328,-0.03142392985731809,-0.09874782272883036,0.08720860864295978,-0.23387210130879962
307641,-0.049496011989460124,-0.03792507146075087,0.05770389382943146,-0.034305196812397465,0.03312222716637651,0.0436090233545395,0.1507786280817067
308756,0.22604212646134633,0.12094890605474917,-0.23211536342134248,-0.02483734584678448,0.054718977878530604,-0.07357126887819973,-0.21374681462134598
309757,-0.046153607725879224,-0.0033960593405276854,-0.2113201016845223,-0.0443958535634524,0.06919323108721386,-0.0906605122984293,-0.20832066478484593
310719,-0.13858123135122466,0.0035715742737106116,-0.23462806042844117,-0.04252570442546033,0.12172548750252726,-0.1055514083707685,-0.2392219370302008
316611,0.19403677091190358,0.0004285550537721745,-0.24651963504786878,0.04803836394762656,0.0946851682324752,-0.05850379626457206,-0.22089886473938405
317394,-0.043679400076331004,0.10234749522325967,0.2783570367693945,0.05165188985097009,0.04134482207649988,-0.08424653293010377,-0.22700481709537587
317615,-0.03241507930749247,0.09781202277308264,-0.22730642268279205,0.046461904238825694,0.06465910454620354,-0.08468503066359692,-0.22104493636198058
318513,0.21650628114497494,-0.04120879768886482,-0.2278422670059374,-0.045589139403088355,0.10761845773479972,-0.07822745191226327,-0.2200651167492129
318558,-0.03230912636569778,0.010467747535623836,-0.23420664965797938,0.04594858580462063,0.055067112948969495,-0.06981754802502463,-0.21519500964630323
340530,-0.14156855780846447,0.0018718498498145636,0.06173842412374762,-0.05452488141898922,0.05236035364131337,0.05765234808450951,0.0751215936361993
385204,-0.145259639324714,0.01138590811136236,-0.12706837605870575,-0.021477714735294764,0.141594523904347,-0.08811111161392134,-0.009243551696855304
385205,-0.0306487747832268,0.00023035587096394903,-0.22602765200880906,0.051463462174805415,0.0858196561650349,-0.09069887897198903,-0.2037847790711787
385347,-0.16132631573380682,-0.022316470160011627,-0.1059073015432303,0.037198633992104456,0.0552459538077649,0.038466853207901934,0.13992068943022254
385508,0.20570369947802575,0.01851869368685881,0.2940606472766869,-0.05022519653344244,-0.09712814110859354,-0.06794809356077028,0.058075309239161745
385527,-0.04585510338552229,-0.10902206440017366,0.06287334753335921,-0.047872361015173504,-0.08271264357094725,0.04296004352977625,0.0066920072535951655
385564,0.19142202890690924,0.00890714022100359,0.304794577352947,-0.043358268622188216,-0.09621368966253646,-0.06109631226562698,0.07024151015662308
386248,-0.12560561827201727,0.014360665934074616,0.055596291890881014,-0.03310715521019452,0.1239185671436286,-0.05526200227050188,-0.22356007924864624
392256,0.2032137092260232,-0.02941265931281514,-0.2441792969513113,-0.048956121750269734,0.11603547484798754,-0.07050643582006455,-0.21588235119391277
429198,0.2158338300625332,0.09480558664313261,-0.23415031074386577,-0.047424948244284594,0.09746218682388359,0.09467333241231915,-0.23850647008078432
430125,-0.042336859203851974,-0.0028629891202293866,0.2908788278154661,0.038686189524990686,0.05743494924902936,0.10181550355444659,-0.2191031159669315
