dataset_name,model_name,observation,xai_method,AvgSensitivity,Completeness,Complexity,Consistency,Faithfulness,FaithfulnessEstimate,LocalLipschitzEstimate,MaxSensitivity,Monotonicity,MonotonicityCorrelation,MonotonicityMetric,NonSensitivity,RelativeInputStability,RelativeOutputStability,SensitivityN,Sparseness,Sufficiency
MetroPT3,IForest,2020-07-31 06:00:00,LIME,0.4789158427384589,False,1.6218358092720706,0.5609756097424152,0.6979689765053436,-0.5802917767537102,6.928939929857973,0.981109791123085,True,0.3689301856936262,False,5,6769.719824727211,411378781.4940749,,0.5913296463864114,0.0
MetroPT3,IForest,2020-07-31 06:00:00,MAPLE,0.2053775075013492,False,2.004594664470796,0.5609756097424152,0.1492026968515591,0.1324119062056293,0.5458513233638083,0.4849130620934946,True,0.0545454545454545,False,2,0.4686565550235759,39982.15373999357,,0.3857485583196095,0.5483870967741935
MetroPT3,IForest,2020-07-31 06:00:00,SHAP,0.3011070919459432,False,1.6327455508883209,0.5609756097424152,0.8922431515559226,-0.7810259314050212,2.9920995470823266,0.548017677086428,True,0.3890595479552414,False,3,0.8415435250229489,24026.71670553708,,0.5739167837726135,0.0
MetroPT3,IForest,2020-08-03 02:00:00,LIME,1.5866837444629078,False,1.5157639994246597,0.4146341463313504,-0.1288976377341011,-0.1296638062628647,13.191628866097355,2.4295668538666573,True,0.2438691057974817,True,5,,,,0.6066171930969532,0.0
MetroPT3,IForest,2020-08-03 02:00:00,MAPLE,1.211535674055768,False,1.7962305103483795,0.4146341463313504,0.5668134182253741,0.6675532789372886,8.508379640219719,3.267157319765853,True,0.3696969696969697,True,0,,,,0.5338881085014013,0.4102564102564102
MetroPT3,IForest,2020-08-03 02:00:00,SHAP,4.948188609113628,False,2.001015629477157,0.4146341463313504,-0.1819626352919784,-0.2336253496196684,4.9232165075986725,6.417647059779668,True,0.2674784392192283,True,3,,,,0.375667684873822,0.0
MetroPT3,IForest,2020-08-03 05:00:00,LIME,1.6916683761477338,False,1.4544993610305823,0.4146341463313504,-0.0820259409019756,-0.1110331858766465,12.985072892690091,2.5082755426313503,True,0.2938935377559395,True,5,,,,0.6346041179616103,0.0
MetroPT3,IForest,2020-08-03 05:00:00,MAPLE,1.11216648291116,False,1.7962305103483795,0.4146341463313504,0.5668134182253741,0.6675532789372886,4.452304134051902,3.011822474620238,True,0.3696969696969697,True,0,,,,0.5338881085014013,0.4102564102564102
MetroPT3,IForest,2020-08-03 05:00:00,SHAP,4.575135190194415,False,2.001015629477157,0.4146341463313504,-0.1819626352919784,-0.2336253496196684,4.831026414346479,6.533340671971821,True,0.2674784392192283,True,3,,,,0.375667684873822,0.0
MetroPT3,IForest,2020-08-03 05:30:00,LIME,1.6895582822596598,False,1.4820788923717532,0.4146341463313504,-0.1250197015799646,-0.1777757954352102,15.28372642786882,2.540473098174945,True,0.4814851576001562,True,5,,,,0.632996380606599,0.0
