dataset_name,model_name,xai_method,AvgSensitivity,Completeness,Complexity,Consistency,Faithfulness,FaithfulnessEstimate,LocalLipschitzEstimate,MaxSensitivity,Monotonicity,MonotonicityCorrelation,MonotonicityMetric,NonSensitivity,RelativeInputStability,RelativeOutputStability,SensitivityN,Sparseness,Sufficiency
MetroPT3,HBOS,SHAP,2.780936081967301,0.0,1.7267383817786754,0.6039488966170931,-0.0571598582192819,0.0140834329305926,12.866829480760012,3.308630849648661,1.0,-0.6812231069441308,0.2619047619047619,4.976190476190476,10723.428919164728,761926.1526404056,-0.5338897399378867,0.5494322731506383,0.0
MetroPT3,IForest,LIME,1.2119494729095623,0.0,1.496824789426903,0.4982578397091017,0.0981467943559762,-0.1729692577026793,11.596272019049618,1.892767992416884,1.0,0.4427757757275401,0.238095238095238,4.404761904761905,2919.8902839965726,219869418.77244255,-0.3270689362747921,0.6315810976981484,0.0
MetroPT3,IForest,MAPLE,1.0015367139956024,0.0,1.8049019697583384,0.4982578397091017,0.0052518021345908,0.2631487167394949,4.542508567379561,2.508808232925623,1.0,0.3345488941911765,0.3333333333333333,1.119047619047619,5.045085053579466,788090.514062628,-0.138098995014933,0.505602858546078,0.4880822298601805
MetroPT3,IForest,SHAP,1.7624035549489594,0.0,1.487454304914912,0.4982578397091017,0.3566488602588801,-0.2897242609227233,3.4092373880459337,2.423178329222184,1.0,0.288010569804907,0.2619047619047619,3.119047619047619,0.1269599636236006,4611.668655417039,-0.7413352027037791,0.5956216866005868,0.0
MetroPT3,MCD,LIME,2.1429395425637465,0.0,0.8083485872048257,0.9999999999756096,-0.209119253319792,-0.6349976196129635,7.38544765748077,4.01687967202145,1.0,0.4523674124078757,0.0,5.285714285714286,306.93579639474353,23195324.93053577,-0.0955007259544566,0.8069127238643935,0.0
MetroPT3,MCD,MAPLE,11726.655530701291,0.0,-1.0000889005818412e-12,0.9999999999756096,0.0416877794766755,0.2380932081935297,3.270051919583396,16590.08059933602,1.0,0.5269284763800571,0.0,3.6666666666666665,0.6253282353474992,20199454.934101768,-0.2512291408846029,0.8863324406451332,0.0
MetroPT3,MCD,SHAP,0.9037288022137082,0.0,0.1764781101491518,0.9999999999756096,-0.1643547271225715,-0.4296742984518265,3.847457550241626,2.650829484489538,1.0,0.5389872677602768,0.0,6.380952380952381,0.7028792533857948,46262.842726879935,-0.963673251709292,0.8874989025887194,0.0
MetroPT3,VAE,LIME,1.0183275521273385,0.0,0.9878831284527576,0.907084785111442,-0.2726156377367064,-0.0909006140021635,10.444861419628236,1.7370067886294338,0.0,0.2539930979795506,0.0,4.0,410.1661397458743,163898403.10605702,0.009218189820416,0.776397778246747,0.0
MetroPT3,VAE,MAPLE,1.0101700427297935,0.0,1.7972083620512005,0.907084785111442,0.0085021248653655,0.1534757550948628,4.340750605104799,1.2659538733873372,0.0,0.4038392122842752,0.0,1.0714285714285714,11.567828821322149,20938120482.04256,-0.0682482096075525,0.5168829552731287,0.8971310045771452
MetroPT3,VAE,SHAP,0.7451839353469074,0.0,1.357262817385661,0.907084785111442,-0.4665615468550886,-0.3152085099967845,1.3347378128776397,1.4763633574030095,0.0,0.2520730248420203,0.0,1.6904761904761905,337.9903297010724,24656686.196627274,-0.8055397362093843,0.6422838424428178,0.0
