observation,PS1,PS3,PS4,PS5,EPS1,VS1
9,0.7127281745870913,0.2385933324992658,0.06502321864167843,0.095044974282384,0.17599062947928906,0.07580385503172872
5,0.6222705281823875,0.17665469276408347,0.07156636092066754,0.05060249410072956,0.14943602198859057,0.1691481683899958
249,0.2671679942260182,0.05957227580249321,0.08574222738047452,0.2931202275107303,0.05285172817607699,0.37430988384783254
252,0.3415376251091561,0.0959675599187619,0.08544735118250064,0.30237064755459636,0.17585579062004886,0.29760735363264895
255,0.36837574240068705,0.08954067501922448,0.08540886584420983,0.3055846490810312,0.1616010628889005,0.2886828864365816
685,7.432327877014876,2.9188288493653127,0.020686908155680528,0.5309436059494819,0.6341539051830769,1.210401637127002
403,0.09089000705381178,0.1040698342869675,0.08088420485953465,0.30531402272482744,0.27972818420827394,0.21047091562052572
420,0.024379942625760487,0.11962341043353088,0.07361714550852778,0.30197682349880567,0.31798678303758293,0.07571493980288495
