dataset_name,model_name,xai_method,metric,mean,median,std,q1,q3,min,max,count,missing,total,iqr,missing_pct,category,direction
AHU21,AutoEncoder,LIME,AvgSensitivity,1.1308195187104564,1.0868403933756516,0.17139605004357195,1.0174182959466525,1.318877583696883,0.7796537773897363,1.44061953972213,70,0,70,0.30145928775023045,0.0,Sensitivity,lower
AHU21,AutoEncoder,LIME,Completeness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,70,0.0,0.0,Fidelity,higher
AHU21,AutoEncoder,LIME,Complexity,2.3448443309239835,2.3464255053699237,0.027172976327724946,2.3249425943297526,2.3627713479484784,2.2916954730934145,2.406340820101604,70,0,70,0.03782875361872584,0.0,Complexity,lower
AHU21,AutoEncoder,LIME,Consistency,0.8190476190188357,0.8888888888747796,0.24500218695467693,0.8888888888747796,0.8888888888747796,0.0952380952365835,0.9999999998,70,0,70,0.0,0.0,Faithfulness,lower
AHU21,AutoEncoder,LIME,Faithfulness,-0.04385628794594576,0.12066645592162989,0.3983009421879801,-0.49705628479518305,0.30940084225702885,-0.7192327906510207,0.4976062658826866,70,0,70,0.8064571270522118,0.0,Faithfulness,higher
AHU21,AutoEncoder,LIME,FaithfulnessEstimate,0.05245763222245503,0.0899344268002001,0.23763452843536903,-0.15542187503237737,0.21348659867571698,-0.5449237067664855,0.4833625584106455,70,0,70,0.3689084737080943,0.0,Faithfulness,higher
AHU21,AutoEncoder,LIME,LocalLipschitzEstimate,7.8299595239017075,7.652899314931471,1.237042084519679,7.047867618262405,8.390374187569419,5.839044551708668,13.155234881610312,70,0,70,1.3425065693070142,0.0,Robustness,lower
AHU21,AutoEncoder,LIME,MaxSensitivity,1.833814422934146,1.889464310065167,0.1763334568833358,1.7537742861950192,1.9268235472827318,1.3743085139390865,2.22249539886582,70,0,70,0.17304926108771257,0.0,Robustness,lower
AHU21,AutoEncoder,LIME,Monotonicity,1.0,1.0,0.0,1.0,1.0,1.0,1.0,70,0,70,0.0,0.0,Faithfulness,higher
AHU21,AutoEncoder,LIME,MonotonicityCorrelation,0.35787815126050415,0.35416666666666663,0.13560496765188662,0.24325980392156862,0.4607843137254902,0.034313725490196,0.661764705882353,70,0,70,0.2175245098039216,0.0,Faithfulness,higher
AHU21,AutoEncoder,LIME,MonotonicityMetric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,70,0.0,0.0,Faithfulness,higher
AHU21,AutoEncoder,LIME,NonSensitivity,5.5285714285714285,4.0,2.749025801469105,3.0,8.75,3.0,10.0,70,0,70,5.75,0.0,Fidelity,lower
AHU21,AutoEncoder,LIME,RelativeInputStability,0.00024709021609260794,7.469415459216288e-05,0.0002913745354679492,3.615771143812908e-05,0.0003695070916196,2.5115565234290948e-05,0.0010246337413555,29,41,70,0.0003333493801814709,58.57142857142858,Robustness,lower
AHU21,AutoEncoder,LIME,RelativeOutputStability,502.62010736138126,232.39962005360957,641.8330869492938,60.00554882290098,632.637475241844,33.990783164233264,2247.8731705148653,30,40,70,572.631926418943,57.14285714285714,Robustness,lower
AHU21,AutoEncoder,LIME,SensitivityN,,,,,,,,0,70,70,,100.0,Faithfulness,higher
AHU21,AutoEncoder,LIME,Sparseness,0.5336919206699312,0.5343430271187382,0.013290694355647765,0.5245508758675806,0.5432796392330754,0.5000226323920677,0.5566040867893961,70,0,70,0.018728763365494783,0.0,Complexity,higher
AHU21,AutoEncoder,LIME,Sufficiency,0.7966157796548247,0.9021999043519848,0.2842091989702215,0.875,0.9230769230769232,0.0,1.0,70,0,70,0.04807692307692324,0.0,Faithfulness,higher
AHU21,AutoEncoder,MAPLE,AvgSensitivity,0.810517643799529,0.6470215290340763,0.6724128479136586,0.3405910695506071,1.0624102673689253,0.2114727722519331,4.6867115072658,70,0,70,0.7218191978183182,0.0,Sensitivity,lower
AHU21,AutoEncoder,MAPLE,Completeness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,70,0.0,0.0,Fidelity,higher
AHU21,AutoEncoder,MAPLE,Complexity,1.8278389525255745,1.7824486392328343,0.2382904146646903,1.6819148805714974,2.008409603943229,1.3760735824340549,2.341309030054353,70,0,70,0.3264947233717317,0.0,Complexity,lower
AHU21,AutoEncoder,MAPLE,Consistency,0.8222222221777494,0.8703703703542525,0.24450787248455616,0.8703703703542525,0.8703703703542525,0.1111111111090535,0.999999999875,70,0,70,0.0,0.0,Faithfulness,lower
AHU21,AutoEncoder,MAPLE,Faithfulness,0.025880430585230207,-0.0297675069350769,0.25120534679298756,-0.10071200665668108,0.07581935041606415,-0.4534261173986937,0.939819228631726,70,0,70,0.17653135707274523,0.0,Faithfulness,higher
AHU21,AutoEncoder,MAPLE,FaithfulnessEstimate,0.047933246695131125,0.0518848037828213,0.4852801229498276,-0.37278860479534554,0.4505412039339337,-0.8571498345023085,0.9016015043146836,70,0,70,0.8233298087292793,0.0,Faithfulness,higher
AHU21,AutoEncoder,MAPLE,LocalLipschitzEstimate,3.1714025966694854,3.2724672281559792,0.8665441761081784,2.481455901583199,3.6947770257062746,1.4287045855758194,5.6919092790046335,70,0,70,1.2133211241230755,0.0,Robustness,lower
AHU21,AutoEncoder,MAPLE,MaxSensitivity,1.7273445800164446,1.5402758342435372,0.8984823407775737,1.2242170785042816,2.0654194013788687,0.5358777528238321,6.874871604711495,70,0,70,0.8412023228745871,0.0,Robustness,lower
AHU21,AutoEncoder,MAPLE,Monotonicity,1.0,1.0,0.0,1.0,1.0,1.0,1.0,70,0,70,0.0,0.0,Faithfulness,higher
AHU21,AutoEncoder,MAPLE,MonotonicityCorrelation,0.11901266759203491,0.13521318008060795,0.22276689849132972,-0.040178193910037074,0.267156862745098,-0.3563569575918957,0.5245098039215687,70,0,70,0.30733505665513505,0.0,Faithfulness,higher
AHU21,AutoEncoder,MAPLE,MonotonicityMetric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,70,0.0,0.0,Faithfulness,higher
AHU21,AutoEncoder,MAPLE,NonSensitivity,4.385714285714286,4.0,2.221716643661045,2.0,6.0,2.0,9.0,70,0,70,4.0,0.0,Fidelity,lower
AHU21,AutoEncoder,MAPLE,RelativeInputStability,0.17552566560602698,0.0008920617030873001,0.2162378128758776,9.563827392919037e-05,0.3837141093520179,1.8100700152113546e-05,0.6529148261006252,30,40,70,0.3836184710780887,57.14285714285714,Robustness,lower
AHU21,AutoEncoder,MAPLE,RelativeOutputStability,235580.7023067858,2084.89321994431,299445.0955364104,142.8207113994827,540814.3792785557,31.73366116658516,925987.5621889912,30,40,70,540671.5585671563,57.14285714285714,Robustness,lower
AHU21,AutoEncoder,MAPLE,SensitivityN,,,,,,,,0,70,70,,100.0,Faithfulness,higher
AHU21,AutoEncoder,MAPLE,Sparseness,0.6885312946963684,0.7072879807011061,0.06680931913471952,0.6493246784644547,0.7327701263233188,0.5104783387980545,0.7993602128063574,70,0,70,0.0834454478588641,0.0,Complexity,higher
AHU21,AutoEncoder,MAPLE,Sufficiency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,70,0.0,0.0,Faithfulness,higher
AHU21,AutoEncoder,SHAP,AvgSensitivity,1.6312308771306427,1.3941235405973436,1.2527449532511503,0.7021180848886065,1.902068222460592,0.2158906958303391,5.641229633112726,70,0,70,1.1999501375719857,0.0,Sensitivity,lower
AHU21,AutoEncoder,SHAP,Completeness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,70,0.0,0.0,Fidelity,higher
AHU21,AutoEncoder,SHAP,Complexity,2.167066222903169,2.305057774939775,0.3438057185998321,2.003652720445368,2.415494049162065,1.150467555077983,2.598567512792556,70,0,70,0.4118413287166969,0.0,Complexity,lower
AHU21,AutoEncoder,SHAP,Consistency,0.8190476190188357,0.8888888888747796,0.24500218695467693,0.8888888888747796,0.8888888888747796,0.0952380952365835,0.9999999998,70,0,70,0.0,0.0,Faithfulness,lower
AHU21,AutoEncoder,SHAP,Faithfulness,0.027709682753350496,-0.021374348291510498,0.537245774877853,-0.41975325018397014,0.4981020835146645,-0.9460766866038606,0.987324444094085,70,0,70,0.9178553336986346,0.0,Faithfulness,higher
AHU21,AutoEncoder,SHAP,FaithfulnessEstimate,0.008464010169281399,0.054936785471925154,0.3059965263455687,-0.12380222290197357,0.18003751584889918,-0.9860772231705184,0.924954099479654,70,0,70,0.3038397387508728,0.0,Faithfulness,higher
AHU21,AutoEncoder,SHAP,LocalLipschitzEstimate,1.8981714290903524,1.7438210560011083,0.6902460625109071,1.4901081532664615,1.993363154852092,0.9743403035273052,3.917979203199808,70,0,70,0.5032550015856305,0.0,Robustness,lower
AHU21,AutoEncoder,SHAP,MaxSensitivity,3.693749333817467,2.8191295209040774,3.004266985990497,1.607633109843911,4.115416559135327,0.4632162437854272,13.035312653863611,70,0,70,2.5077834492914164,0.0,Robustness,lower
AHU21,AutoEncoder,SHAP,Monotonicity,1.0,1.0,0.0,1.0,1.0,1.0,1.0,70,0,70,0.0,0.0,Faithfulness,higher
AHU21,AutoEncoder,SHAP,MonotonicityCorrelation,0.04926470588235294,0.0367647058823529,0.23670010023570612,-0.12316176470588235,0.25367647058823534,-0.482843137254902,0.556372549019608,70,0,70,0.3768382352941177,0.0,Faithfulness,higher
AHU21,AutoEncoder,SHAP,MonotonicityMetric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,0,70,0.0,0.0,Faithfulness,higher
AHU21,AutoEncoder,SHAP,NonSensitivity,5.542857142857143,4.0,2.7488375107407643,3.0,8.75,3.0,10.0,70,0,70,5.75,0.0,Fidelity,lower
AHU21,AutoEncoder,SHAP,RelativeInputStability,0.0010764061673491138,0.00023216409296120003,0.0021719188366715087,0.000131753027087975,0.000668095189975325,5.698777188421162e-05,0.0102264335826522,30,40,70,0.0005363421628873501,57.14285714285714,Robustness,lower
AHU21,AutoEncoder,SHAP,RelativeOutputStability,972.8914197784139,372.6244791747219,1424.053471438622,162.82926325092816,845.8273987841991,78.51248836640941,5601.278557628494,29,41,70,682.9981355332709,58.57142857142858,Robustness,lower
AHU21,AutoEncoder,SHAP,SensitivityN,,,,,,,,0,70,70,,100.0,Faithfulness,higher
AHU21,AutoEncoder,SHAP,Sparseness,0.5690923208609613,0.5453115429687208,0.10862497317640413,0.4918433361080623,0.6348859110829463,0.3781732694966223,0.8397442282025418,70,0,70,0.14304257497488404,0.0,Complexity,higher
