dataset_name,model_name,xai_method,AvgSensitivity,Completeness,Complexity,Consistency,Faithfulness,FaithfulnessEstimate,LocalLipschitzEstimate,MaxSensitivity,Monotonicity,MonotonicityCorrelation,MonotonicityMetric,NonSensitivity,RelativeInputStability,RelativeOutputStability,Sparseness,Sufficiency
MetroPT3,HBOS,MAPLE,0.7517542431699847,0.0,1.7427561352475127,0.7317073170553243,-0.08763574427717935,0.1199494496018936,4.379090616174903,1.6257117001909105,1.0,-0.1823716631040193,0.0,3.0,0.0139158791468913,47.19905109259263,0.5584804912060847,0.6985735735735736
MetroPT3,HBOS,SHAP,2.0197946166934955,0.0,1.749135715137474,0.7317073170553243,-0.10144900819467055,-0.1295272601162819,12.870147589368413,2.283553441342772,1.0,-0.705170430668875,0.0,5.0,8.241268464994787,592390.5108556079,0.535614119841487,0.0
MetroPT3,IForest,LIME,1.4762631175782894,0.0,1.5092764979817015,0.5609756097424152,0.06368741423158734,-0.17449550402221342,12.7156261139721,2.2765292230733905,1.0,0.40644850966246954,0.0,5.0,2.146741464697201,1301430.584081438,0.6261975710795877,0.0
MetroPT3,IForest,MAPLE,0.8221274921432444,0.0,1.809983487111636,0.5609756097424152,0.11018915935865395,0.4769332222879729,5.103161340249016,1.8259819202245196,1.0,0.3636363636363636,0.0,1.0,3.292132421339376,106596.35980911014,0.5138268331570655,0.5214285714285714
MetroPT3,IForest,SHAP,0.5723619399611033,0.0,1.6257757700082247,0.5609756097424152,0.8086140242008357,-0.4456889447924076,3.4215894119970627,0.8206358192864356,1.0,0.2674784392192283,0.0,3.0,0.0015291375978584,602.3077537958512,0.5936085807418964,0.0
MetroPT3,MCD,LIME,2.7694398493058756,0.0,0.8821102133494405,0.9999999999756098,-0.16697333302163864,-0.9730804224833831,7.266641124866672,5.341526025541926,1.0,0.48346706414704144,0.0,5.0,0.7386513439289634,25235259.643397417,0.8014513049768397,0.0
MetroPT3,MCD,MAPLE,0.9037119824682431,0.0,-1.000088900581841e-12,0.9999999999756098,0.082318116187332,0.9999936753549795,3.239983286760028,1.7349177891407064,1.0,0.528680532637681,0.0,3.5,0.017946508729847703,756.7356678443175,0.8999978041299883,0.0
MetroPT3,MCD,SHAP,0.9125014863144516,0.0,0.08201049798539264,0.9999999999756098,-0.10012477425308156,-0.9999894089322142,3.818387186587853,2.6460988214142738,1.0,0.5230992094351512,0.0,7.0,0.0029199983459067998,22450.41536767999,0.8950930308061582,0.0
MetroPT3,VAE,LIME,1.1840337697900598,0.0,0.9520963980554448,0.9512195121719216,-0.16199458021100505,-0.09733625012794085,11.352523076131208,2.074504756261234,0.0,0.1563263498701806,0.0,4.0,4.162225608703499,6265262.583333658,0.7866646381220046,0.0
MetroPT3,VAE,MAPLE,0.832999199543287,0.0,1.8956599620249137,0.9512195121719216,-0.17374898061743116,0.47919227186557234,4.300838451664019,1.091686838221039,0.0,0.49090909090909085,0.0,1.0,10.83829166770634,9043587.14645095,0.47681433286515396,0.9420168067226891
MetroPT3,VAE,SHAP,0.30166792407086984,0.0,1.3325690415178948,0.9512195121719216,-0.9800021811140913,-0.4884102302525324,1.3730294080871805,0.5409042869123608,0.0,0.406060606060606,0.0,2.0,0.9535144330291974,1398402.4195596818,0.7066122831186454,0.0
