timestamp,TP2,TP3,DV_pressure,Oil_temperature,Motor_current,Towers,LPS,Pressure_switch,Oil_level,Caudal_impulses
2020-07-16 18:00:00,-0.013692814002792597,-0.05285588073644032,0.015474937547867051,0.12834797161650666,0.039316743729491455,-0.029103324057913743,-0.005357367721996298,-0.0009958815475030192,-0.002899925527520719,-0.02302911655567977
2020-07-17 01:30:00,0.0014188426819348177,0.153384056943475,0.03604939989533407,0.007919418833788328,0.0028792006241139534,0.10730375837228479,0.40205510770371145,-8.428222611900349e-05,-0.0002447179040081515,-0.0022622207351805645
2020-07-17 02:30:00,0.0014188426819348177,0.153384056943475,0.03604939989533407,0.007919418833788328,0.0028792006241139534,0.10730375837228479,0.40205510770371145,-8.428222611900349e-05,-0.0002447179040081515,-0.0022622207351805645
2020-07-17 03:30:00,0.0014188426819348177,0.153384056943475,0.03604939989533407,0.007919418833788328,0.0028792006241139534,0.10730375837228479,0.40205510770371145,-8.428222611900349e-05,-0.0002447179040081515,-0.0022622207351805645
2020-07-17 04:30:00,0.0014188426819348177,0.153384056943475,0.03604939989533407,0.007919418833788328,0.0028792006241139534,0.10730375837228479,0.40205510770371145,-8.428222611900349e-05,-0.0002447179040081515,-0.0022622207351805645
2020-07-17 05:00:00,0.12053349820076054,0.06275905935640702,0.006795041482175801,0.005792718941794894,0.0007339055486097479,0.10730375837228479,0.40205510770371145,-4.350295586419417e-05,-0.0005344227548794711,-0.0032516666624986534
2020-07-17 05:30:00,0.19624166238027985,0.08956006942218797,0.002386890790604501,0.01747963669955599,-0.002460427449572422,-0.0005968877238345938,0.40205510770371145,-0.00017595931047653668,-0.0009409288893785783,-0.004100956495379338
2020-07-21 22:00:00,-0.006397849823046697,-0.019287165349097912,0.0006845285917685962,-0.020374591546384657,0.004703355385924923,0.139066207034511,-0.0012826018509048964,0.06658219675781307,0.4258076438100048,0.048110960336326114
2020-07-22 10:00:00,-0.005283834473364779,0.029195580455761982,0.015084845434306104,0.002151745845308861,-0.03878337693697631,-0.010641926610194252,-0.002027930111187959,-0.0010444434780493284,0.4258076438100048,0.09671720218627389
2020-07-24 09:00:00,-0.020930149636792628,-0.04576776634851598,-0.035411538436797035,-0.025071949105458957,0.09611471989497539,-0.02926337404552884,-0.004982805755984088,-0.0011237619041971209,-0.003613256576884466,-0.023015360914938374
2020-07-28 23:00:00,0.12151486814603796,0.05694577399289669,-0.001809679045394308,0.00352542149111168,-0.04109288701402802,0.10730375837228479,0.40205510770371145,-0.00010067144429160013,-0.0006582899693396982,-0.006155264770162039
2020-07-30 08:30:00,-0.006295583309894326,-0.033160046592992765,-0.011647757701765848,-0.010654628115500553,0.04060954454936716,-0.014200038186808928,-0.0023974572913313397,-0.001037601908795871,0.4258076438100048,-0.005961398981379928
