,s0,s1,s2,s5,s6,s8,s9
11917,0.029376164179389153,0.02089565039472746,-0.0187514915538185,0.026899029049829493,0.10977090042475912,0.07206279999769027,0.013043101149335379
11918,0.02511917627159327,0.019092365597927874,-0.018751491553818334,0.007091542606159351,0.09879966149350322,0.06522376183972955,-0.03268966982003518
11923,0.03235657853257212,0.016346470024408755,-0.003935554774112671,0.007777790323229616,0.10977090042475912,0.08790662030350038,-0.011056016921930256
11935,-0.03481190163306014,-0.002431831978504273,0.020205961389892724,0.03673938028713308,0.10904229203933785,0.08790662030350027,0.1728644102398616
18918,0.030868685281564112,0.020895650394727405,-0.003935554774112671,0.00712571992819061,0.10977090042475912,0.08672220435274869,-0.011056016921930312
18919,0.029376164179389264,0.020895650394727405,-0.018422483191290362,-0.04123872948800744,0.10904229203933785,0.0579061200932765,0.09239461712842756
18923,0.02366199528158841,0.003791479750658744,-0.003935554774112782,0.005210863418165235,0.11035610740284035,0.08432761922986942,0.13539420002677943
18958,0.018983337315009285,8.791853716749731e-05,-0.003935554774112726,-0.04123872948800733,0.11035610740284035,0.027442536594680877,0.09239461712842761
20951,0.02511917627159327,0.019092365597927874,-0.01875149155381839,0.007777790323229672,0.09879966149350322,0.06522376183972955,-0.03268966982003535
20985,-0.03481190163306025,0.0087653553224194,0.05896504114623191,0.00020177119683684186,0.09879966149350322,0.0867222043527488,0.19026399470440097
35867,0.025119176271593324,0.009166239952825006,-0.018751491553818445,0.012405360894570228,-0.05097152782950887,0.040186066299145506,-0.011056016921930256
35906,0.014828174828952934,0.006544129193499559,-0.018751491553818278,-0.041238729488007386,0.0959968176631315,-0.06661006524384261,0.09239461712842767
35911,0.02366199528158852,0.00654412919349967,-0.018422483191290306,0.0361730925875729,0.10977090042475912,-0.012633159081842482,0.09239461712842761
35919,0.02831234715842723,0.006544129193499726,-0.01842248319129025,0.031377876449504793,0.09879966149350322,-0.012633159081842371,-0.032689669820035294
45782,-0.03481190163306025,0.008101063303062483,-0.003935554774112671,0.009559848310747965,0.09599681766313156,0.02744253659468099,0.18446625246920773
46809,0.022601243242717894,0.016346470024408755,-0.018751491553818445,0.03137787644950485,-0.05097152782950887,0.05790612009327645,0.08292842688518748
271817,0.00519864585969787,-0.005383077645920831,0.18041838727443021,0.007125719928190555,0.08841317115882397,0.08672220435274902,0.18446625246920773
272818,0.005198645859698203,0.01909236559792793,0.1572019471673997,0.005210863418164902,0.05726487642427336,0.07206279999769027,0.19026399470440097
307641,0.028312347158427287,-0.002431831978504162,-0.01842248319129025,0.012405360894570172,0.08841316946348488,-0.012633159081842316,0.08292842688518748
308756,0.014828174828952823,0.00876535532241951,0.11867938015872426,0.007125719928190777,0.10747094521644529,0.0809709297220883,0.20538105260560469
309757,0.03084969283148742,0.018749676658136205,0.15720384168156865,0.008143271539368446,0.20432315040005955,0.08385842670078014,0.22282807384377157
310719,0.025119176271593213,0.020895650394727516,-0.003935554774112671,0.03673938028713308,0.0959968176631315,0.07438408090951831,0.09239461712842767
316611,0.01898333731500912,0.01909236559792793,0.05896504114623191,-0.04123872948800755,0.0959968176631315,0.0809709297220883,0.1569177923330355
317394,0.023661995281588577,0.0087653553224194,0.03154205695526785,-0.031554353203406604,0.11493539595767588,0.02269538711136776,0.09239461712842756
317615,0.023661995281588633,0.008765355322419288,0.15720194716739977,-0.04123872948800733,0.11493539595767599,0.0625667825137336,0.20538105260560469
318513,-0.03481190163306025,0.004268609723780847,0.0589650411462318,0.00020177119683695288,0.1059731235318892,0.0743840809095182,0.19026399470440097
318558,0.02366199528158852,0.019092365597927707,0.15720194716739977,-0.04123872948800744,0.12029704144050835,0.08636913832034909,0.20538105260560469
340538,0.03293523496392803,0.004684159979063851,-0.01875149155381839,0.00712571992819061,0.1059731235318892,-0.01263315908184226,-0.03268966982003524
385204,0.010325872221712884,-0.005383077645920775,-0.01875149155381839,0.007091542606159296,0.0910160520731888,0.08672220435274869,-0.03268966982003524
385205,0.029376164179389153,-0.005383077645920831,-0.003935554774112671,-0.03155435320340649,0.10904229203933785,0.07438408090951826,0.0130431011493356
385346,0.014374824998781899,-0.0012328674933347328,-0.01875149155381839,-0.001303638298578158,-0.05097152782950892,-0.06661006524384265,-0.03268966982003524
385508,-0.03481190163306025,0.019092365597927874,0.031542056955267905,0.00020177119683689737,-0.05097152782950898,0.040186066299145506,-0.03268966982003524
385527,0.02366199528158852,0.003133269611664269,-0.017104591313827577,0.00712571992819061,-0.02969980036508349,-0.06661006524384255,-0.032689669820035266
385564,-0.03481190163306033,0.019092365597927763,-0.0018158392390952294,-0.0013036382985781025,-0.050971527829508895,0.02744253659468099,-0.011056016921930256
390947,-0.03481190163306014,0.016346470024408755,-0.0018158392390952849,0.03673938028713308,0.08841316946348488,0.0579061200932765,-0.011056016921930256
392256,-0.03481190163306036,-0.0016616386263069716,0.05896504114623191,0.03617309258757295,0.10977090042475907,0.02269538711136765,0.18446625246920773
429198,-0.03481190163306025,-0.03531564809710108,0.1186793801587242,0.029360584479010687,0.10597312353188926,-0.06661006524384261,0.18446625246920773
430125,0.00589274151304231,0.01634647002440892,0.031542056955267905,-0.04123872948800744,0.12029704144050818,-0.06661006524384261,0.1728644102398616
432034,0.02260124324271784,0.008101063303062372,-0.0018158392390948963,0.0293605844790108,0.1210697419081429,0.0743840809095182,0.09239461712842767
434986,0.005198645859697981,-0.0012328674933346773,0.031542056955267794,-0.03155435320340633,0.11493539595767588,0.02269538711136776,0.013043101149335545
435209,0.014828174828952712,0.0006218588694572036,0.11867938015872415,0.007777790323229561,0.09859534817457394,0.06256678251373382,0.20009937777980735
438222,0.02511917627159338,0.0008884506579401874,-0.017104591313827522,-0.04123872948800744,0.05726487642427325,-0.06661006524384266,0.013043101149335545
438253,0.01898333731500923,0.0087653553224194,0.05896504114623191,0.007777790323229672,0.10747096300799919,0.07725664907894025,0.21332496354884456
446138,0.014374824998781899,-0.03531564809710119,-0.018422483191290306,-0.03155435320340644,0.08841316946348488,0.0743840809095182,-0.0110560169219302
