dataset_name,model_name,observation,metric_params,LIME
AHU21,AutoEncoder,10163,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10164,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10165,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10172,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10173,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10174,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10176,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10177,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10184,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10185,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10187,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10188,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10191,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,10197,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,43465,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,60712,"{""abs"": true, ""normalise"": true}",0.09523809523658353
AHU21,AutoEncoder,62404,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,64473,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,64783,"{""abs"": true, ""normalise"": true}",0.09523809523658353
AHU21,AutoEncoder,64795,"{""abs"": true, ""normalise"": true}",0.09523809523658353
AHU21,AutoEncoder,64796,"{""abs"": true, ""normalise"": true}",0.09523809523658353
AHU21,AutoEncoder,64813,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,77140,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,77146,"{""abs"": true, ""normalise"": true}",0.8888888888747796
AHU21,AutoEncoder,77154,"{""abs"": true, ""normalise"": true}",0.8888888888747796
