,s0,s1,s2,s5,s6,s8,s9
11917,-0.003970218078691461,0.05719452357370409,-0.057536586805756934,0.028214978415711706,0.04231169725177135,-0.018177902822616745,0.07923354870993064
11918,-0.054876386534094934,0.06413871082854038,-0.05904739768736462,-0.024289088634133524,0.04282474336686485,-0.020247083053981436,-0.044233860893734
11923,-0.007645579191115621,0.0559620579441478,0.01844901541039209,-0.023297702608603404,0.04465444033270621,0.057960759908612464,0.011505515188217744
11935,0.07656439916529639,-0.04167502982085175,0.017794497205444303,-0.02357230564941994,0.03730449670316195,0.04934387456487999,0.072002675566634
18918,-0.007579008914360744,0.053842514946735885,0.02349077343522034,-0.03051393339874159,0.04239604110577246,0.05079750369974856,0.0052576779791059895
18919,-0.0008603364642276415,0.061659617725047626,-0.055086780632395936,0.02135268404277908,0.04078291397711198,-0.013333394536638463,0.07185989487790781
18923,-0.006091638594473013,0.05949966670922958,0.016259792586113805,0.0167299024654806,0.03724314352734414,0.05126066090614465,0.07549698016847457
18958,0.07287378674346809,-0.019051970348525963,-0.04971224942210254,0.02044075654251067,0.04097318316547319,-0.011904062712165264,0.07439699114629549
20951,-0.056230884700086234,0.05797484092541088,-0.06351710376295848,-0.01981372161761058,0.03815190506011766,-0.015571053798210225,-0.04067078704763126
20985,0.08397523712028385,-0.005358097534008802,0.01415362632429616,-0.020076029856392747,0.03833896612258586,0.05217178779907742,0.07372536513095312
35867,-0.05380455550734213,0.0631711125578473,-0.05766084820919765,-0.02062171243233859,0.06472861736552848,-0.015771333779911103,-0.0004395251645950426
35906,0.08328272836881537,0.002493520917499328,-0.05268551490230787,0.012611110016606867,0.03942540751331402,-0.006380672261157123,0.07545052865211535
35911,-0.003285577994616274,-0.039939519860285315,-0.024857020161614885,-0.023025755691577096,0.045338771094111406,-0.027370205441245028,0.07441915625685856
35919,-0.006982067752091069,0.00010270729473196589,-0.050022767621539385,0.030340983119118314,0.04300157649836441,-0.03308039106084013,-0.04459624893439182
45782,0.07775258502380211,-0.0049687871456299965,0.013832908779538237,0.029322563343592983,0.040851988074856585,-0.020357865230664015,0.07235962395080042
46809,-0.0608566461303882,0.06287467645232751,-0.054393411959723484,0.029736856948122354,-0.05592249237638159,-0.015994508605185486,0.0110733064901432
271817,0.07564312791060981,0.05589619859981687,0.020906389886527293,0.013528076661206466,0.06585095906782398,0.05439546290705444,0.06944516036715057
272818,0.07639911520307524,0.052586508645621366,0.01509641200841615,0.023427901368800703,0.062367492301444914,0.051138874152686684,0.0677052398292232
307641,-0.008244053866642462,-0.039445899359727636,-0.02767945723620684,-0.029467979677922716,0.06468959551340667,-0.02909937907913737,0.012402312259799694
308756,0.07697511560954405,0.004691726895708396,0.018138776046148542,-0.023960956396077236,0.06330663713221382,0.055939864520689934,0.07698334674543854
309757,-0.005232099134988761,0.051455655461579146,0.021193105101161226,-0.02786373500293656,0.0666442247041843,0.05197101984046821,0.07676759358853556
310719,-0.0541092336075816,0.05487842709202282,0.016158057942717595,-0.01847223322829005,0.04745613626010044,0.04863216412488627,0.07203609592701772
