metric_1,metric_2,spearman_corr,p_value,n,abs_corr,significant_0.05
AvgSensitivity,MaxSensitivity,0.9358435579022866,0.0,1022,0.9358435579022866,True
NonSensitivity,RelativeInputStability,-0.6416365795335807,2.9768617521568874e-68,577,0.6416365795335807,True
