,signal__required_value__fan_exahust_air,signal__required_value__heater_valve,air_temperature__required_value__exahust_air_inlet,air_temperature__max__supply_air_outlet,water_temperature__real_value__heater_behind,air_temperature__real_value__exahust_air_inlet,air_temperature__min__supply_air_outlet,air_temperature__real_value__supply_air_outlet,water_temperature__real_value__chiller_behind,signal__required_value__heat_recovery_bypass,water_temperature__real_value__heater_before,logic__real_value__fan_exahust_air,logic__required_value__heater,logic__required_value__chiller_pump,logic__required_value__heater_pump,logic__required_value__chiller,signal__required_value__chiller_valve
10163,-0.022020548722110986,0.07364527178274531,-0.0012214359889428465,0.025806898722525052,-0.003568195496208418,-0.030491414708516313,0.01742059547338567,-0.009785110282673778,-0.018398748853265912,-0.00596462571330475,-0.018730659781109486,-0.02845893987486055,0.026585388490090574,-0.016391786353762285,0.03086873059134987,-0.0010964784931497612,-0.007593634814486613
10164,-0.01621879131618188,0.07725591318726603,-0.007164466951010555,0.028493490481694535,-0.005629122031387245,-0.03142038385100686,0.011448730110596252,-0.014113981112491979,-0.016217437094216594,-0.0033282079085858807,-0.015222846304200448,-0.04002580079408233,0.02789212767414779,-0.015376094161862182,0.035924721788152675,0.0003115333716874212,-0.0068186702423221794
10165,-0.01142463500193808,0.08805986509836544,-0.006851308069211205,0.016933711768400597,-0.013467282740995653,-0.03147717988481965,0.0181424010915651,-0.007866395602147132,-0.015500880011123886,-0.014202680956875368,-0.010374143955101875,-0.03506567160458302,0.049137647081966884,-0.014795139782666075,0.03336014873714818,-0.003927165145895741,-0.005993942091342926
10172,-0.011231806927215744,0.08531381781830166,-0.0003346531565415602,0.017411040014521467,-0.0051988927269177865,-0.02534596029147523,0.011522039746115622,-0.004469043304493363,-0.018977167378673936,-0.009444047115157938,0.0022473762968236613,-0.03293587227947933,0.025293795608052307,-0.015556804125729093,0.032672674459668226,-0.0027815367519735245,-0.005333643090582326
10173,-0.015427325521246834,0.08647958588012311,-0.010264805926379442,0.02586245554453975,-0.0019404852100464382,-0.03309544296852823,0.018284814631668138,-0.009657980998971784,-0.018550443021132616,-0.011234171740384657,0.00930185424958008,-0.028350457694270952,0.030104355969194387,-0.015210441113650811,0.019175878737050588,-0.001081016932922293,-0.005420215470121926
10174,-0.003692113775574293,0.06102926359779954,-0.009362910752466654,0.02852372335802355,0.009658861874316286,-0.036077062231894684,0.020130516627906308,-0.004698060179796586,-0.02467529119851273,-0.020905578389302924,0.012497373361953378,-0.03939883111689963,0.035349870334743794,-0.01583146981408272,0.03142068843522462,-0.0006654081140085218,-0.009348049433310194
10176,-0.0016712619748413737,0.06508665336734062,-0.004262900783017401,0.02285104217105164,-0.007847058222292945,-0.036106523984677626,0.014530507863787222,-0.011954700158913251,-0.02739176740261125,-0.024160238651720584,-0.005463366934442483,-0.05687966008960881,0.06029690658578099,-0.01893671744854779,0.03708938066941511,0.0016195788971843526,-0.0095738560865342
10177,-0.0051152591252088325,0.0592228202593891,-0.0116136123073764,0.0213454116499834,-0.008323514979985671,-0.0288850467853841,0.017652806594818087,-0.0127279351289661,-0.021027417003577808,-0.021619734850891123,-0.019672246841855836,-0.03835612375814772,0.03847584756023497,-0.017105770267204556,0.036470978656356574,-0.0016176180413539538,-0.005523213225582134
10184,-0.013207264658599147,0.07314813539748433,-0.0005333902394611971,0.02378056189472667,-0.0023627920644210096,-0.025727506250332925,0.01692674700154787,-0.0041811967197678745,-0.023009705206008584,-0.01922459853329715,-0.014572792458878455,-0.04706023270312011,0.027804282263840543,-0.01546052087730875,0.03344678936435745,-0.001759673088414273,-0.006315271160414389
10185,-0.020808681824069104,0.03225583861154674,0.0047783856687538505,0.023510369533131792,0.02134470545731358,-0.027839564601084537,0.02173075718571262,0.01161782416499271,-0.021892966860049875,-0.012712943235528545,-0.0029223882000920954,-0.04647276993454057,0.04374244160896156,-0.01747985524107691,0.0441696699057203,-0.0044796360699357685,-0.006975950923086199
