dataset_name,model_name,metric,metric_params,LIME,MAPLE,SHAP
ARAMIS20,HBOS,MonotonicityCorrelation,"{""abs"": true, ""eps"": ""1e-5"", ""features_in_step"": 1, ""normalise"": true, ""nr_samples"": 100, ""perturb_baseline"": ""mean""}",0.27388262799867374,0.1637801275297036,0.29740742366123923
ARAMIS20,HBOS,MonotonicityMetric,"{""base_strategy"": ""mean""}",0.11428571428571428,0.02857142857142857,0.08571428571428572
ARAMIS20,HBOS,NonSensitivity,"{""abs"": true, ""eps"": ""1e-5"", ""features_in_step"": 1, ""normalise"": true, ""perturb_baseline"": ""black""}",1.1285714285714286,1.1285714285714286,1.1285714285714286
ARAMIS20,HBOS,RelativeInputStability,"{""abs"": false, ""normalise"": false, ""nr_samples"": 100}",3.485355275752745,18.350542658984363,10.517538768206332
ARAMIS20,HBOS,RelativeOutputStability,"{""abs"": false, ""normalise"": false, ""nr_samples"": 100}",918.2308357292419,5813.151332090282,2849.869992386216
ARAMIS20,HBOS,SensitivityN,"{""abs"": false, ""features_in_step"": 1, ""n_max_percentage"": 1.0, ""normalise"": true, ""perturb_baseline"": ""uniform""}",-0.0318264200225917,-0.13571192032865756,-0.014175704186919616
ARAMIS20,HBOS,Sparseness,"{""normalise"": true}",0.4260530998239725,0.5311012611788837,0.4525800951964782
ARAMIS20,HBOS,Sufficiency,"{""abs"": true, ""distance_func"": ""seuclidean"", ""normalise"": true, ""threshold"": 0.6}",0.6045402472381097,0.47910883630490375,0.5849904932767352
ARAMIS20,IForest,AvgSensitivity,"{""abs"": false, ""lower_bound"": 0.2, ""normalise"": false, ""nr_samples"": 100}",0.7623368914135941,0.7758527978114671,
ARAMIS20,IForest,Completeness,"{""abs"": false, ""normalise"": true}",0.0,0.0,0.0
ARAMIS20,IForest,Complexity,"{""normalise"": true}",1.7482048529255778,1.3949942612308706,1.64823830280855
ARAMIS20,IForest,Consistency,"{""abs"": true, ""normalise"": true}",0.8421768707191487,0.8421768707191487,0.8421768707191487
ARAMIS20,IForest,Faithfulness,"{""base_strategy"": ""mean""}",0.13157592005453103,-0.09418770477451537,-0.02391670056972517
ARAMIS20,IForest,FaithfulnessEstimate,"{""abs"": false, ""features_in_step"": 1, ""normalise"": true, ""perturb_baseline"": ""mean""}",-0.14585218058722202,-0.13015805912961037,-0.029104107979502754
ARAMIS20,IForest,LocalLipschitzEstimate,"{""abs"": false, ""normalise"": true, ""nr_samples"": 100, ""perturb_mean"": 0.0, ""perturb_std"": 0.1}",9.898243436333404,4.54627390038502,3.6726748501672057
ARAMIS20,IForest,MaxSensitivity,"{""abs"": false, ""lower_bound"": 0.2, ""normalise"": false, ""nr_samples"": 100}",1.4325858935726516,1.757044129904843,2.6311139768107883
ARAMIS20,IForest,Monotonicity,"{""abs"": true, ""features_in_step"": 1, ""normalise"": true, ""perturb_baseline"": ""black""}",1.0,1.0,1.0
ARAMIS20,IForest,MonotonicityCorrelation,"{""abs"": true, ""eps"": ""1e-5"", ""features_in_step"": 1, ""normalise"": true, ""nr_samples"": 100, ""perturb_baseline"": ""mean""}",0.14234693877551022,0.2535714285714286,-0.04234693877551022
ARAMIS20,IForest,MonotonicityMetric,"{""base_strategy"": ""mean""}",0.0,0.02857142857142857,0.02857142857142857
ARAMIS20,IForest,NonSensitivity,"{""abs"": true, ""eps"": ""1e-5"", ""features_in_step"": 1, ""normalise"": true, ""perturb_baseline"": ""black""}",1.0,1.0,1.0
ARAMIS20,IForest,RelativeInputStability,"{""abs"": false, ""normalise"": false, ""nr_samples"": 100}",14.956909932190786,5.173760317921759,7.2226496686894714
ARAMIS20,IForest,RelativeOutputStability,"{""abs"": false, ""normalise"": false, ""nr_samples"": 100}",575.1943503699327,37.218891376990065,65.70897368741954
ARAMIS20,IForest,SensitivityN,"{""abs"": false, ""features_in_step"": 1, ""n_max_percentage"": 1.0, ""normalise"": true, ""perturb_baseline"": ""uniform""}",-0.33670374097211897,0.16298043022488246,-0.37741386126970833
ARAMIS20,IForest,Sparseness,"{""normalise"": true}",0.3178784898226626,0.5283252435229718,0.3907609316379633
ARAMIS20,IForest,Sufficiency,"{""abs"": true, ""distance_func"": ""seuclidean"", ""normalise"": true, ""threshold"": 0.6}",0.8577234349354066,0.8285035573363465,0.8425202923696724
