dataset_name,model_name,metric,metric_params,LIME,MAPLE,SHAP
MetroPT3,AutoEncoder,AvgSensitivity,"{""abs"": false, ""lower_bound"": 0.2, ""normalise"": false, ""nr_samples"": 100}",1.0221498552144754,0.9303545406789395,1.1222299736867112
MetroPT3,AutoEncoder,Completeness,"{""abs"": false, ""normalise"": true}",0.0,0.0,0.0
MetroPT3,AutoEncoder,Complexity,"{""normalise"": true}",0.9868398197861372,1.9426103501379997,1.2971157908980302
MetroPT3,AutoEncoder,Consistency,"{""abs"": true, ""normalise"": true}",0.8234610917336905,0.8234610917336905,0.8234610917336905
MetroPT3,AutoEncoder,Faithfulness,"{""base_strategy"": ""mean""}",-0.3153695317099509,-0.020036393907282214,-0.3766007909371546
MetroPT3,AutoEncoder,FaithfulnessEstimate,"{""abs"": false, ""features_in_step"": 1, ""normalise"": true, ""perturb_baseline"": ""mean""}",-0.13920412396790813,0.2141420823833646,-0.17829726159158477
MetroPT3,AutoEncoder,LocalLipschitzEstimate,"{""abs"": false, ""normalise"": true, ""nr_samples"": 100, ""perturb_mean"": 0.0, ""perturb_std"": 0.1}",10.427928155488715,6.107797458012842,1.3897121796232574
MetroPT3,AutoEncoder,MaxSensitivity,"{""abs"": false, ""lower_bound"": 0.2, ""normalise"": false, ""nr_samples"": 100}",1.7311920141115114,1.3711284437244422,2.309532216466979
MetroPT3,AutoEncoder,Monotonicity,"{""abs"": true, ""features_in_step"": 1, ""normalise"": true, ""perturb_baseline"": ""black""}",1.0,1.0,1.0
MetroPT3,AutoEncoder,MonotonicityCorrelation,"{""abs"": true, ""eps"": ""1e-5"", ""features_in_step"": 1, ""normalise"": true, ""nr_samples"": 100, ""perturb_baseline"": ""mean""}",0.20247984364137678,0.36516546216827306,0.0017669620345950143
MetroPT3,AutoEncoder,MonotonicityMetric,"{""base_strategy"": ""mean""}",0.023809523809523808,0.0,0.023809523809523808
MetroPT3,AutoEncoder,NonSensitivity,"{""abs"": true, ""eps"": ""1e-5"", ""features_in_step"": 1, ""normalise"": true, ""perturb_baseline"": ""black""}",4.904761904761905,2.119047619047619,3.5238095238095237
MetroPT3,AutoEncoder,RelativeInputStability,"{""abs"": false, ""normalise"": false, ""nr_samples"": 100}",4.942376971549916,17.924364475816894,1.6133951065863488
