metric_1,metric_2,spearman_corr,p_value,n,abs_corr,significant_0.05
MonotonicityCorrelation,MonotonicityMetric,0.07794106280900794,0.15400449987411838,336,0.07794106280900794,False
MonotonicityMetric,Sparseness,0.07792937464553744,0.15406644603728573,336,0.07792937464553744,False
Complexity,Consistency,-0.07664102701906733,0.16101075480492738,336,0.07664102701906733,False
AvgSensitivity,Sufficiency,0.07177339339401453,0.18937901704540697,336,0.07177339339401453,False
MaxSensitivity,MonotonicityCorrelation,-0.06965210099731461,0.2028288486894029,336,0.06965210099731461,False
NonSensitivity,RelativeInputStability,-0.06762166838345425,0.5313185098778226,88,0.06762166838345425,False
FaithfulnessEstimate,MonotonicityCorrelation,-0.06328440147147352,0.2473298904447966,336,0.06328440147147352,False
Faithfulness,FaithfulnessEstimate,-0.06022513106810397,0.2709704766526534,336,0.06022513106810397,False
Faithfulness,MonotonicityMetric,-0.05762079760207839,0.29227417473227674,336,0.05762079760207839,False
Complexity,Faithfulness,-0.05585364595970892,0.3073511369475475,336,0.05585364595970892,False
FaithfulnessEstimate,Sufficiency,0.0545774650810696,0.31855250558981535,336,0.0545774650810696,False
RelativeInputStability,Sparseness,-0.05276412885409958,0.6253837512248726,88,0.05276412885409958,False
Faithfulness,RelativeOutputStability,-0.040541730514732054,0.7076370032151867,88,0.040541730514732054,False
AvgSensitivity,NonSensitivity,0.03932612341283376,0.47247903472916014,336,0.03932612341283376,False
Complexity,RelativeOutputStability,-0.036614360443148544,0.734854069725976,88,0.036614360443148544,False
AvgSensitivity,MonotonicityCorrelation,-0.032548145423591024,0.5521432782387877,336,0.032548145423591024,False
FaithfulnessEstimate,MaxSensitivity,0.028882613204381975,0.5978018823049306,336,0.028882613204381975,False
AvgSensitivity,Consistency,-0.023468520394737586,0.6681845095273168,336,0.023468520394737586,False
Consistency,FaithfulnessEstimate,0.015220121347797396,0.7810385762435186,336,0.015220121347797396,False
FaithfulnessEstimate,Sparseness,-0.011700393619520258,0.8307967512917501,336,0.011700393619520258,False
LocalLipschitzEstimate,Sufficiency,-0.010922058977899982,0.8418994017693027,336,0.010922058977899982,False
Consistency,LocalLipschitzEstimate,-0.00965823051049031,0.8599933351758081,336,0.00965823051049031,False
Consistency,Faithfulness,-0.009163219919051769,0.86710082640081,336,0.009163219919051769,False
Consistency,MaxSensitivity,0.004684216014804804,0.9318292444655812,336,0.004684216014804804,False
Faithfulness,MonotonicityCorrelation,-0.0028566023001315903,0.9583953431598297,336,0.0028566023001315903,False
AvgSensitivity,FaithfulnessEstimate,-0.0027868869054485843,0.9594098216953876,336,0.0027868869054485843,False
