timestamp,TP2,TP3,DV_pressure,Oil_temperature,Motor_current,Towers,LPS,Pressure_switch,Oil_level,Caudal_impulses
2020-07-16 18:00:00,0.03280043158961272,-0.01992377934555093,0.12973779139923344,-0.0023743126531261365,-0.009107539564011072,0.0,-0.2423124245605447,0.0,0.0,0.0
2020-07-17 01:30:00,0.03376420099802564,0.039074199676791765,0.1336786120256072,-0.021562163022367763,-0.000391078298258094,0.0,0.24874772776366277,0.0,0.0,0.0
2020-07-17 02:30:00,0.03379836175269667,0.04233018322555824,0.12980592821571726,-0.02343445599758647,-0.006316647209667951,0.0,0.2365565313784158,0.0,0.0,0.0
2020-07-17 03:30:00,0.032216848975182004,0.03966457052732409,0.1264875868438353,-0.019824794166181065,-0.005029447959909039,0.0,0.24359290441550263,0.0,0.0,0.0
2020-07-17 04:30:00,0.03198945986966054,0.04040055206335641,0.1268599048939634,-0.02065490012974064,-0.0026475307575359987,0.0,0.24071689531072504,0.0,0.0,0.0
2020-07-17 05:00:00,0.03225134986897314,0.04008595172558139,0.1306451195696074,-0.00031213787006533476,0.012339366142464395,0.0,0.24371868094787588,0.0,0.0,0.0
2020-07-17 05:30:00,0.030543127991865697,0.037881150656170995,0.1247895608774141,-0.0014392904675900578,0.013295993485764147,0.0,0.2474059259145727,0.0,0.0,0.0
2020-07-21 22:00:00,-0.0039590215543179735,-0.016364307989894168,0.13561853280930874,0.0005706737272792424,-0.0031159258361344007,0.0,-0.2487893694009086,0.0,0.0,0.0
2020-07-22 10:00:00,-0.015283800459824515,-0.004456729313471442,-0.0344745991565917,0.00013890640957546296,-0.008517499040717866,0.0,-0.25442772675506914,0.0,0.0,0.0
2020-07-24 09:00:00,-0.008759795158224153,-0.01793951864039241,-0.03232505893693795,0.00022079101993911969,-0.007744543923892158,0.0,-0.2441263732056692,0.0,0.0,0.0
2020-07-28 23:00:00,0.030743985525658196,0.04128563111616499,-0.03092013064307522,-0.008607617713706208,0.012503210317835217,0.0,0.2496674632548226,0.0,0.0,0.0
